Sentence,Sequence
"['it', 'is|VERB', 'speedy|ADJ', 'when', 'connected|VERB', 'wirelessly', 'to', 'any', 'network|NOUN', 'regardless', 'if', 'the', 'connection|NOUN', 'is|VERB', 'weak|ADJ', 'or', 'not', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"['i', 'like|VERB', 'it', ' <EXCLAMATION_MARK> ']","[5, 3, 5, 5]"
"['the', 'pricing|NOUN', 'is|VERB', 'very', 'competitive|ADJ', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5]"
"['so', 'we', 'got|VERB', 'a', 'good|ADJ', 'deal|NOUN', 'on', 'hsn|NOUN', 'for', 'an', 'ascer|NOUN', 'notebook|NOUN', 'and', 'we', 'bought|VERB', 'it', 'for', 'him', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['connecting|VERB', 'to', 'my|ADJ', 'wireless|ADJ', 'router|NOUN', 'via', 'built|VERB', ' <HYPHEN> ', 'in', 'wireless|NOUN', 'took|VERB', 'no', 'time|NOUN', 'at', 'all', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['its|ADJ', 'still', 'going|VERB', ' <PERIOD> ']","[5, 5, 5, 5]"
"['this', 'computer|NOUN', 'is|VERB', 'exceptionally', 'thin|ADJ', 'for', 'it', ""'s|VERB"", 'screen|NOUN', 'size|NOUN', 'and', 'processing|NOUN', 'power|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 1, 2, 5, 1, 2, 5]"
"['there', 'is|VERB', 'no', 'way|NOUN', 'i', 'will|VERB', 'buy|VERB', 'a', 'lg', 'product|NOUN', 'in', 'the', 'future|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have|VERB', 'not', 'had|VERB', 'a', 'problem|NOUN', 'with', 'the', 'applications|NOUN', 'quitting|VERB', 'or', 'freezing|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 1, 3, 5, 3, 5]"
"['prior', 'to', 'this', 'computer|NOUN', ' <COMMA> ', 'i', 'owned|VERB', 'a', 'powerbook|NOUN', 'g4|NOUN', 'for', '6', 'years|NOUN', ' <LEFT PARENTHESIS> ', 'quite|ADJ', 'a', 'long|ADJ', 'time|NOUN', 'for', 'a', 'laptop|NOUN', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['maybe', 'this', 'is|VERB', 'virus|NOUN', 'related|VERB', ' <COMMA> ', 'maybe', 'not', ' <COMMA> ', 'but', 'the', 'computer|NOUN', 'has|VERB', 'locked|VERB', 'up', 'many|ADJ', 'times|NOUN', ' <COMMA> ', 'and', 'on', 'two', 'occasions|NOUN', ' <COMMA> ', 'the', 'screen|NOUN', 'has|VERB', 'simply', 'gone|VERB', 'black|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5]"
"['the', 'advantages|NOUN', 'of', 'owning|VERB', ""'"", 'a', ""'"", 'mac|NOUN', 'are|VERB', 'numerous|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'challenge|VERB', 'anyone|NOUN', 'to', 'show|VERB', 'proof|NOUN', 'that', 'through', 'anywhere', 'near', 'normal|ADJ', 'use|NOUN', 'can|VERB', 'get|VERB', 'more|ADJ', 'than', '2.5', 'hrs', 'out', 'of', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['using|VERB', 'this', 'machine|NOUN', 'is|VERB', 'like', 'a', 'mild|ADJ', 'form|NOUN', 'of', 'torture|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['this', 'wiped|VERB', 'out', 'several|ADJ', 'programs|NOUN', 'that|ADJ', 'were|VERB', 'installed|VERB', 'on', 'the', 'computer|NOUN', 'when', 'it', 'was|VERB', 'bought|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['on', 'the', 'twelfth|ADJ', 'day|NOUN', 'that|ADJ', 'i', 'had|VERB', 'the', 'notebook|NOUN', ' <COMMA> ', 'i', 'decided|VERB', 'to', 'go|VERB', 'to', 'dell|NOUN', ""'s"", 'website|NOUN', 'and', 'update|VERB', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'computer|NOUN', 'blinks|VERB', 'it', 'shuts|VERB', 'off', 'at', 'will|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['excellent|ADJ', 'product|NOUN', 'for', 'the', 'money|NOUN', ' <PERIOD> ']","[3, 5, 5, 5, 5, 5]"
"['it', ""'s|VERB"", 'graphics|NOUN', 'are|VERB', ""n't"", 'bad|ADJ', 'at', 'all', ' <COMMA> ', 'for', 'the', 'lower|ADJ', 'end|NOUN', 'of', 'the', 'macbook|NOUN', 'pro|ADJ', 'spectrum|NOUN', ' <COMMA> ', 'easily', 'capable|ADJ', 'of', 'running|VERB', 'starcraft|NOUN', 'ii', 'and', 'other|ADJ', 'games|NOUN', 'with', 'comparable|ADJ', 'graphics|NOUN', ' <PERIOD> ']","[5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5]"
"['i', 'have|VERB', 'vista|NOUN', ' <COMMA> ', 'so', 'i', 'am|VERB', 'unable|ADJ', 'to', 'install|VERB', 'and', 'uninstall|NOUN', ' ', 'some', 'programs|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'screen|NOUN', 'is|VERB', 'bright|ADJ', 'and', 'vivid|ADJ', 'and', 'the', 'keyboard|NOUN', 'is|VERB', 'very', 'easy|ADJ', 'to', 'use|VERB', ' <COMMA> ', 'very', 'important|ADJ', 'for', 'use|NOUN', 'quick|ADJ', 'typers|NOUN', ' <PERIOD> ']","[5, 1, 5, 3, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'can|VERB', 'do|VERB', 'everything|NOUN', 'i', 'could|VERB', 'before', ' <COMMA> ', 'only', 'faster', 'and', 'more', 'efficiently', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5]"
"['i', 'called|VERB', 'toshiba|NOUN', 'and', 'they', 'want|VERB', 'me', 'to', 'be|VERB', 'without', 'my|ADJ', 'laptop|NOUN', 'for', 'about', 'two', 'weeks|NOUN', 'while', 'they', 'look|VERB', 'at', 'the', 'problem|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'mouse|NOUN', 'jumps|VERB', 'around', 'all|ADJ', 'the', 'time|NOUN', 'and', 'it', 'clicks|VERB', 'stuff|NOUN', 'i', 'do|VERB', 'nt', 'want|VERB', 'it', 'too', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['  ', 'i', 'do|VERB', 'nt', 'understand|VERB', 'why', 'i', 'spent|VERB', 'twice', 'as', 'much|ADJ', 'to', 'get|VERB', 'a', 'laptop|NOUN', 'rather', 'than', 'a', 'desktop|NOUN', 'when', 'my|ADJ', 'lap|NOUN', 'top|NOUN', 'is|VERB', 'completely', 'immoble|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5]"
"['for', 'those', 'that|ADJ', 'care|VERB', 'about', 'noise|NOUN', 'this', 'thing|NOUN', 'does|VERB', ""n't"", 'really', 'make|VERB', 'any', ' <SEMICOLON> ']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['here', 'we', 'are|VERB', 'another', 'year|NOUN', 'later', 'and', 'the', 'computer|NOUN', 'is|VERB', 'doing|VERB', 'the', 'same|ADJ', 'thing|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['despite', 'the', 'plethora|NOUN', 'of', 'problems|NOUN', ' <COMMA> ', 'i', 'managed|VERB', 'to', 'use|VERB', 'technological|ADJ', 'trickery|NOUN', 'to', 'keep|VERB', 'the', 'machine|NOUN', 'operational|ADJ', 'for', 'two', 'years|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'had|VERB', 'my|ADJ', 'iworks|NOUN', ' <COMMA> ', 'itunes|NOUN', ' <COMMA> ', 'email|NOUN', ' <COMMA> ', 'ms|NOUN', 'office|NOUN', ' <COMMA> ', 'network|NOUN', 'and', 'printers|NOUN', 'set|VERB', 'up', 'and', 'completely', 'working|VERB', 'perfectly', 'within', 'an', 'hour|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['simply', 'amazing|ADJ', 'computer|NOUN', ' <EXCLAMATION_MARK> ', ' <EXCLAMATION_MARK> ']","[5, 3, 5, 5, 5]"
"['i', 'first', 'purchased|VERB', 'this', 'dell|NOUN', 'model|NOUN', ' <QUOTATION_MARK> ', '1764', ' <QUOTATION_MARK> ', 'on', 'april|NOUN', '6', ' <COMMA> ', '201']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'macbooks|NOUN', 'are|VERB', 'small|ADJ', 'enough', 'to', 'be|VERB', 'very', 'portable|ADJ', 'yet', 'hold|VERB', 'tons|NOUN', 'of', 'information|NOUN', 'and', 'performance|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 1, 5]"
"['two', 'times|NOUN', 'with', 'in', 'one', 'month|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5]"
"['the', 'only|ADJ', 'downfall|NOUN', 'is|VERB', 'a', 'lot|NOUN', 'of', 'the', 'software|NOUN', 'i', 'have|VERB', 'wo|VERB', ""n't"", 'work|VERB', 'with', 'mac|NOUN', 'and', 'iwork|NOUN', 'is|VERB', 'not', 'worth|ADJ', 'the', 'price|NOUN', 'of', 'it', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['waited|VERB', 'on', 'getting|VERB', 'this', 'computer|NOUN', ' <COMMA> ', 'but', 'it', 'has|VERB', 'been|VERB', 'a', 'great|ADJ', 'change|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['for', 'my|ADJ', 'burn|NOUN', 'thigh|NOUN', 'which|ADJ', 'has|VERB', 'put|VERB', 'a', 'permanent|ADJ', 'mark|NOUN', 'on', 'my|ADJ', 'skin|NOUN', ' <LEFT PARENTHESIS> ', 'it', 'happened|VERB', '7', 'months|NOUN', 'ago', ' <RIGHT PARENTHESIS> ', 'they', 'offered|VERB', 'me', 'an', 'itouch|ADJ', '8gig', ' <LEFT PARENTHESIS> ', 'you', 'know|VERB', 'it', 'is|VERB', 'a', 'bit|NOUN', 'insulating|VERB', 'when', 'a', 'company|NOUN', 'this', 'rich|ADJ', ' <COMMA> ', 'offer|VERB', 'a', 'loyal|ADJ', 'customer|NOUN', 'like', 'me', ' <COMMA> ', 'a', 'bottom|NOUN', 'of', 'their|ADJ', 'product|NOUN', 'line|NOUN', 'as', 'a', 'gift|NOUN', 'for', 'events|NOUN', 'like', 'this', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['whenever', 'tried|VERB', 'to', 'turn|VERB', 'it', 'on', ' <COMMA> ', 'it', 'would|VERB', 'restart|VERB', 'as', 'soon', 'as', 'the', 'bios|NOUN', 'launched|VERB', 'windows|NOUN', ' <LEFT PARENTHESIS> ', 'or', 'winblows|NOUN', ' <COMMA> ', 'as', 'i', 'like|VERB', 'ot', 'call|VERB', 'it', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['but', 'there', ""'s|VERB"", 'this', 'application|NOUN', 'called|VERB', 'boot|NOUN', 'camp|NOUN', 'which|ADJ', 'allows|VERB', 'you', 'to', 'add|VERB', 'another', 'os|NOUN', 'x', 'like', 'windows|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'mousepad|NOUN', 'is|VERB', 'a', 'huge|ADJ', 'pain|NOUN', 'in', 'the', 'arse|NOUN', ' <EXCLAMATION_MARK> ']","[5, 1, 5, 5, 3, 4, 5, 5, 5, 5]"
"['i', 'hope|VERB', 'to', 'edit|VERB', 'this', 'in', 'the', 'next|ADJ', 'few|ADJ', 'hours|NOUN', ' <COMMA> ', 'i', 'am|VERB', 'going|VERB', 'to', 'try|VERB', 'to', 'install|VERB', 'my|ADJ', 'own|ADJ', 'copy|NOUN', 'of', 'windows|NOUN', '7', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'it', ""'s|VERB"", 'not', 'shipped|VERB', 'on', 'the', 'next|ADJ', 'business|NOUN', 'day|NOUN', ' <COMMA> ', 'called|VERB', 'on', 'a', 'friday|NOUN', 'they', 'are|VERB', 'closed|VERB', 'on', 'weekends|NOUN', ' <COMMA> ', 'what|NOUN', 'was|VERB', 'the', 'next|ADJ', 'step|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[' <RIGHT PARENTHESIS> ', 'i', 'also', 'purchased|VERB', ' ', 'applecare|NOUN', ' ', 'for', '$', '300', ' <COMMA> ', 'which|ADJ', 'is|VERB', 'a', 'three', 'year|NOUN', 'extended|VERB', 'warranty|NOUN', ' <COMMA> ', 'since', 'i', 've|VERB', 'never', 'seen|VERB', 'any', 'laptop|NOUN', 'that|ADJ', 'lasted|VERB', 'more|ADJ', 'than', 'two', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have|VERB', 'had|VERB', 'the', 'netbook|NOUN', 'for', '2', 'months|NOUN', 'and', 'i', 'love|VERB', 'it', ' <COMMA> ', 'i', 'read|VERB', 'some', 'reviews|NOUN', 'that|ADJ', 'say|VERB', 'netbooks|NOUN', 'are|VERB', 'slow|ADJ', 'but', 'it', 'does|VERB', 'not', 'seem|VERB', 'any', 'slower|ADJ', 'than', 'the', 'other|ADJ', 'computers|NOUN', 'i', 'use|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'run|VERB', 'windows|NOUN', 'via', 'bootcamp|NOUN', 'for', 'the', 'couple|NOUN', 'programs|NOUN', 'i', 'do|VERB', 'not', 'want|VERB', 'to', 'buy|VERB', 'a', 'mac|ADJ', 'version|NOUN', 'of', ' <COMMA> ', 'like', 'my|ADJ', 'cad|NOUN', 'programs|NOUN', ' <PERIOD> ']","[5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"[""c'mon|NOUN"", ' <COMMA> ', 'lg', ' <PERIOD> ']","[5, 5, 5, 5]"
"['whenever', 'i', 'call|VERB', 'dell|NOUN', 'about', 'an', 'unrelated|ADJ', 'problem|NOUN', ' <COMMA> ', 'they', 'ask|VERB', 'me', 'if', 'my|ADJ', 'laptop|NOUN', 'is|VERB', 'running|VERB', 'slowly', 'and', 'if', 'i', ""'d|VERB"", 'like|VERB', 'to', 'purchase|VERB', 'more|ADJ', 'memory|NOUN', 'for', '$', '75', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"['since', 'then', 'i', 'have|VERB', 'had|VERB', 'minor|ADJ', 'problems|NOUN', 'with', 'slow|ADJ', 'operation|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 3, 1, 5]"
"['if', 'you', 'faintly', 'come|VERB', 'close', 'to', 'touching|VERB', 'this', 'thing|NOUN', 'while', 'typing|VERB', ' <COMMA> ', 'all', 'craziness|NOUN', 'may|VERB', 'break|VERB', 'loose|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['registration/1st|NOUN', 'use|NOUN', 'is|VERB', 'easy|ADJ', ' <PERIOD> ']","[5, 1, 5, 3, 5]"
"['i', 'love|VERB', 'this', 'laptop|NOUN', ' <COMMA> ', 'and', 'use|VERB', 'it', 'everyday', 'to', 'do|VERB', 'something|NOUN', ' <COMMA> ', 'and', 'never', 'lets|VERB', 'me', 'down', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['finally', 'was|VERB', 'able|ADJ', 'to', 'reach|VERB', 'a', 'young|ADJ', 'lady|NOUN', 'in', 'california|NOUN', 'and', 'ordered|VERB', 'the', 'machine|NOUN', 'and', 'was|VERB', 'subsequently', 'given|VERB', 'a', 'delivery|NOUN', 'date|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'definitely', 'will|VERB', 'buy|VERB', 'a', 'mac|NOUN', 'again', 'if', 'and', 'when', 'this', 'computer|NOUN', 'ever', 'fails|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'toshiba|NOUN', 'mini|ADJ', 'notebook|NOUN', ' <COMMA> ', 'model|NOUN', 'nb|NOUN', '305-n410bl', ' <COMMA> ', 'is|VERB', 'a', 'great|ADJ', 'little|ADJ', 'computer|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['take|VERB', 'your|ADJ', 'time|NOUN', 'and', 'go|VERB', 'through', 'the', 'tutorials|NOUN', 'patiently', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5]"
"['so', 'if', 'anyones|NOUN', 'looking|VERB', 'to', 'buy|VERB', 'a', 'computer|NOUN', 'or', 'laptop|NOUN', 'you', 'should|VERB', 'stay|VERB', 'far', 'far', 'away', 'from', 'any', 'that|ADJ', 'have|VERB', 'the', 'name|NOUN', 'toshiba|NOUN', 'on', 'it', '...']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[' <LEFT PARENTHESIS> ', 'i', ""'m|VERB"", 'an', 'excellent|ADJ', 'touch|NOUN', 'typist|NOUN', ' <COMMA> ', 'and', 'my|ADJ', 'hands|NOUN', 'are|VERB', 'very', 'sensitive|ADJ', ' <COMMA> ', 'too', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'time|NOUN', 'the', 'mouse|NOUN', 'pad|NOUN', 'and', 'right', 'click|VERB', 'key|NOUN', 'would|VERB', ""n't"", 'work|VERB', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 1, 2, 5, 1, 2, 2, 5, 5, 5, 5]"
"['  ', 'eventually', 'we', 'pushed|VERB', 'hard', 'enough', 'to', 'convince|VERB', 'them', 'that', 'this', 'was|VERB', 'the', 'machine|NOUN', 'that|ADJ', 'was|VERB', 'causing|VERB', 'the', 'problems|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'first|ADJ', 'full|ADJ', 'charge|NOUN', 'of', 'this', 'battery|NOUN', 'got|VERB', 'me', 'only', 'about', '2', 'full|ADJ', 'hours|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 2, 5]"
"['i', 'bought|VERB', 'a', 'cordless|ADJ', 'mouse|NOUN', 'for', 'it', ' <COMMA> ', 'but', 'do|VERB', ""n't"", 'always', 'take|VERB', 'it', 'out', ' <SEMICOLON> ']","[5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['when', 'i', 'got|VERB', 'it', ' <COMMA> ', 'i', 'immediately', 'noticed|VERB', 'that', 'it', 'was|VERB', 'quite', 'heavy|ADJ', 'and', 'thick|ADJ', 'and', 'not', 'really', 'attractive|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 3, 5]"
"['it', 'is|VERB', 'sleek|ADJ', ' <COMMA> ', 'smooth|ADJ', ' <COMMA> ', 'and', 'lightweight|ADJ', ' <PERIOD> ']","[5, 5, 3, 5, 3, 5, 5, 5, 5]"
"['i', 'am|VERB', 'a', 'huge|ADJ', 'computer|NOUN', 'person|NOUN', 'i', 'love|VERB', 'anykind|NOUN', 'of', 'computer|NOUN', 'that|ADJ', 'works|VERB', 'well', ' <COMMA> ', 'but', 'when', 'i', 'got|VERB', 'this', 'one|NOUN', 'i', 'was|VERB', 'so', 'happy|ADJ', 'with', 'the', 'way|NOUN', 'it', 'works|VERB', 'and', 'how', 'it', 'runs|VERB', 'its|ADJ', 'amazing|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5]"
"['it', 'took|VERB', 'toshiba|NOUN', 'tech|NOUN', 'support|NOUN', '4', 'calls|NOUN', 'and', '4', 'different|ADJ', 'techs|NOUN', 'to', 'correct|VERB', 'the', 'problem|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'only', 'stay|VERB', 'charged|VERB', 'a', 'little|ADJ', 'over', 'an', 'hour|NOUN', ' <PERIOD> ']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['now', 'they', 'are|VERB', 'believers|NOUN', 'in', 'the', 'product|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['had|VERB', 'to', 'have|VERB', 'this', 'computer|NOUN', 'repaired|VERB', 'twice', 'in', 'the', 'first|ADJ', '5', 'months|NOUN', 'after', 'purchasing|VERB', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['hewlett|ADJ', 'packard|NOUN', 'hp|ADJ', 'pavillion|NOUN', 'dv6000', 'laptop|NOUN', 'is|VERB', 'the', 'worst|ADJ', 'laptop|NOUN', 'we', 'have|VERB', 'ever', 'bought|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['i', 'had|VERB', 'never', 'owned|VERB', 'a', 'mac|NOUN', 'before', ' <SEMICOLON> ']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['the', '4', 'usb|NOUN', 'ports|NOUN', 'are|VERB', 'nice|ADJ', ' <COMMA> ', 'but', 'the', 'two', 'on', 'the', 'side|NOUN', 'only', 'work|VERB', 'now', 'and', 'then', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'could|VERB', 'not', 'find|VERB', 'a', 'phone|NOUN', 'number|NOUN', 'anywhere', 'to', 'call|VERB', 'an', 'actual|ADJ', 'live|ADJ', 'person|NOUN', 'for', 'tech|NOUN', 'support|NOUN', 'and', 'had|VERB', 'to', 'result|VERB', 'the', 'their|ADJ', 'online|ADJ', 'chat|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"['i', 'try|VERB', 'to', 'use|VERB', 'it', 'today|NOUN', 'and', 'i', 'ca|VERB', ""n't"", 'logon|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['keyboard|NOUN', 'could|VERB', 'use|VERB', 'some', 'trimming|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5]"
"['the', 'bottom|ADJ', ' <HYPHEN> ', 'line|NOUN', 'is|VERB', 'that', 'this', 'laptop|NOUN', 'just', 'is|VERB', ""n't"", 'worth|ADJ', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['i', 'returned|VERB', 'the', 'computer|NOUN', 'to', 'hp', 'and', 'they', 'kept|VERB', 'it', 'for', '3', 'months|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
