Sentence,Sequence
"['It', 'had', 'some', 'kind', 'of', 'pre', 'installed', 'software', 'update', 'that', 'completely', 'shut', 'the', 'computer', 'down', 'when', 'you', 'clicked', 'it']","[5, 5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Ever', 'since', 'I', 'bought', 'this', 'laptop', 'so', 'far', 'Ive', 'experience', 'nothing', 'but', 'constant', 'break', 'downs', 'of', 'the', 'laptop', 'and', 'bad', 'customer', 'services', 'I', 'received', 'over', 'the', 'phone', 'with', 'toshiba', 'customer', 'services', 'hotlines']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5]"
"['I', 'do', 'not', 'plan', 'on', 'going', 'back']","[5, 5, 5, 5, 5, 5, 5]"
"['No', 'laptop', 'is', 'perfect', 'but', 'sometimes', 'you', 'just', 'find', 'a', 'computer', 'that', 'works', 'for', 'you']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'really', 'like', 'the', 'Mac', '154in', 'Notebook', 'but', 'its', 'very', 'pricey']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3]"
"['Also', 'the', 'space', 'bar', 'makes', 'a', 'noisy', 'click', 'every', 'time', 'you', 'use', 'it']","[5, 5, 1, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['iPhotos', 'is', 'an', 'excellent', 'program', 'for', 'storing', 'and', 'organizing', 'photos']","[1, 5, 5, 3, 1, 5, 5, 5, 5, 5]"
"['Other', 'than', 'that', 'its', 'a', 'great', 'performing', 'machine', 'and', 'well', 'meets', 'all', 'my', 'needs', 'and', 'more']","[5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['We', 'were', 'occasional', 'Mac', 'users', 'before', 'but', 'most', 'recently', 'owned', 'a', 'budget', 'PC', 'since', 'it', 'is', 'what', 'we', 'could', 'afford']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Called', 'tech', 'support', 'and', 'got', 'the', 'usual', 'Acer', 'We', 'dont', 'support', 'software', 'but', 'for', 'we', 'can', 'help', 'you', 'I', 'explained', 'there', 'was', 'no', 'software', 'involved', 'in', 'booting']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1]"
"['I', 'would', 'never', 'tell', 'anyone', 'to', 'buy', 'one', 'either']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'programs', 'are', 'great', 'like', 'iphoto', 'love', 'the', 'editing', 'capabilities', 'imail', 'which', 'can', 'incorporate', 'with', 'the', 'address', 'book', 'on', 'the', 'ipod', 'and', 'ipad', 'imovie', 'etc']","[5, 1, 5, 3, 5, 1, 3, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['The', 'only', 'thing', 'I', 'didnt', 'learn', 'in', 'my', 'research', 'was', 'the', 'software', 'I', 'would', 'need', 'like', 'privacy', 'protection', 'and', 'warranty', 'protection', 'in', 'case', 'it', 'gets', 'broken', 'or', 'crashes', 'etc']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'cant', 'say', 'enough', 'good', 'for', 'it']","[5, 5, 5, 5, 3, 5, 5]"
"['Comfterbale', 'to', 'use', 'light', 'easy', 'to', 'transport']","[5, 5, 1, 5, 5, 5, 1]"
"['The', 'Computer', 'itself', 'is', 'a', 'good', 'product', 'but', 'the', 'repair', 'depot', 'stinks']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 2, 3]"
"['I', 'thought', 'the', 'price', 'was', 'great', 'for', 'the', 'specs']","[5, 5, 5, 1, 5, 3, 5, 5, 1]"
"['I', 'was', 'tired', 'of', 'going', 'without', 'my', 'laptop', 'every', 'few', 'weeks']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'only', 'down', 'fall', 'is', 'that', 'it', 'has', 'no', 'cd', 'drive', 'but', 'i', 'found', 'that', 'they', 'are', 'very', 'cheap', 'to', 'by', 'and', 'also', 'very', 'portable', 'making', 'this', 'the', 'best', 'friend', 'to', 'someone', 'who', 'is', 'always', 'looking', 'for', 'more', 'space', 'then', 'they', 'have']","[5, 5, 3, 4, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['So', 'the', 'hard', 'disk', 'capacity', 'really', 'doesnt', 'matter', 'to', 'me']","[5, 5, 1, 2, 2, 5, 5, 3, 5, 5]"
"['Just', 'for', 'a', 'stupid', 'CD']","[5, 5, 5, 3, 5]"
"['Keys', 'stick', 'periodically', 'and', 'I', 'havent', 'had', 'the', 'laptop', 'for', '45', 'days', 'yet']","[1, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['It', 'crashes', 'and', 'when', 'it', 'goes', 'flat', 'it', 'just', 'DIES', 'like', 'a', 'PC', 'maybe', 'worse', 'and', 'I', 'loose', 'all', 'my', 'open', 'documents']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'also', 'like', 'that', 'you', 'can', 'scroll', 'down', 'in', 'a', 'window', 'using', 'two', 'fingers', 'on', 'the', 'trackpad']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['Everything', 'from', 'the', 'design', 'to', 'the', 'OS', 'is', 'simple', 'and', 'to', 'the', 'point']","[5, 5, 5, 1, 5, 5, 1, 5, 3, 5, 3, 4, 4]"
"['I', 'am', 'now', 'making', 'a', 'point', 'to', 'avoid', 'their', 'products', 'and', 'I', 'hope', 'my', 'experience', 'can', 'serve', 'as', 'a', 'warning', 'to', 'you', 'as', 'well']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Iv', 'spent', 'as', 'much', 'for', 'shipping', 'as', 'I', 'would', 'to', 'buy', 'a', 'new', 'netbook', 'of', 'course', 'a', 'different', 'brand']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'personally', 'like', 'the', 'gaming', 'look', 'but', 'needed', 'a', 'machine', 'that', 'delivered', 'gaming', 'performance', 'while', 'still', 'looking', 'professional', 'in', 'front', 'of', 'my', 'customers']","[5, 5, 3, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['This', 'just', 'keeps', 'having', 'its', 'hard', 'drive', 'replaced']","[5, 5, 5, 5, 5, 1, 2, 3]"
"['When', 'you', 'look', 'at', 'the', 'specs', 'on', 'Apple', 'products', 'in', 'comparison', 'to', 'a', 'Dell', 'or', 'a', 'HP', 'yes', 'they', 'do', 'seem', 'to', 'offer', 'less', 'for', 'a', 'higher', 'cost']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 1]"
"['Then', 'I', 'proceed', 'to', 'tell', 'her', 'that', 'I', 'checked', 'out', 'other', 'retail', 'stores', 'that', 'carry', 'the', 'netbook', 'and', 'it', 'wasnt', 'LIKE', 'THAT']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Then', 'they', 'had', 'me', 'jump', 'through', 'many', 'hoops', 'and', 'questions', 'to', 'see', 'if', 'they', 'could', 'find', 'another', 'way', 'to', 'invalidate', 'me']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'only', 'downfall', 'is', 'the', 'volume', 'control']","[5, 5, 3, 5, 5, 1, 2]"
"['Clearly', 'there', 'is', 'something', 'wrong', 'with', 'the', 'product', 'and', 'LG', 'didnt', 'take', 'up', 'the', 'responsibility']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Very', 'fast', 'boot', 'up', 'and', 'shut', 'down']","[5, 3, 1, 2, 5, 1, 2]"
"['Right', 'out', 'of', 'the', 'box', 'this', 'little', 'netbook', 'did', 'everything', 'I', 'asked', 'of', 'it', 'including', 'streaming', 'the', 'everyday', 'video', 'youre', 'bound', 'to', 'encounter', 'checking', 'mail', 'and', 'websites', 'my', 'biggest', 'complaint', 'previously']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'am', 'very', 'happy', 'with', 'this', 'laptop']","[5, 5, 5, 3, 5, 5, 5]"
"['this', 'laptop', 'is', 'durable', 'and', 'it', 'is', 'easy', 'to', 'travel', 'with']","[5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5]"
"['I', 'finally', 'decided', 'on', 'this', 'laptop', 'because', 'it', 'was', 'the', 'right', 'price', 'for', 'what', 'I', 'need', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5]"
"['What', 'a', 'mistake']","[5, 5, 5]"
"['If', 'internet', 'connectivity', 'is', 'important', 'I', 'would', 'recommend', 'going', 'with', 'a', 'dell', 'net', 'book', 'for', '50', 'bucks', 'more', 'or', 'buy', 'a', 'USB', 'wireless', 'card']","[5, 1, 2, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2]"
"['I', 'had', 'read', 'online', 'that', 'some', 'users', 'were', 'having', 'sound', 'problems']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3]"
"['My', 'last', 'computer', 'a', 'Toshiba', 'cost', 'only', '400', 'and', 'worked', 'like', 'a', 'charm', 'for', 'many', 'years']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['It', 'discharges', 'too', 'quickly']","[5, 1, 5, 3]"
"['But', 'to', 'be', 'honest', 'the', 'compatibility', 'issues', 'and', 'the', 'other', 'little', 'quirks', 'make', 'me', 'think', 'I', 'll', 'buy', 'a', 'PC', 'next', 'time']","[5, 5, 5, 5, 5, 1, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['three', 'years', 'is', 'a', 'decent', 'life', 'but', 'this', 'must', 'make', 'it', 'to', 'graduation', 'and', 'beyond']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'work', 'on', 'a', 'PC', 'at', 'home', 'and', 'have', 'used', 'Pc', 'all', 'through', 'college']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['TOSHIBA', 'WILL', 'NOT', 'ACKNOWLEDGE', 'THIS', 'PROBLEM']","[5, 5, 5, 5, 5, 5]"
"['Then', 'it', 'ceased', 'charging', 'at', 'all']","[5, 5, 3, 1, 5, 5]"
"['An', 'absolutely', 'hateful', 'machine', 'that', 'no', 'one', 'should', 'get', 'of', 'their', 'own', 'free', 'will']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'do', 'not', 'experience', 'a', 'lot', 'of', 'heat', 'coming', 'out', 'of', 'it', 'however', 'I', 'would', 'highly', 'suggest', 'purchasing', 'a', 'stand', 'however', 'due', 'to', 'the', 'nature', 'of', 'the', 'design', 'of', 'the', 'macbook', 'as', 'it', 'is', 'one', 'very', 'large', 'heat', 'sink']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2]"
"['Webcam', 'is', 'a', 'bit', 'laggy', 'not', 'the', 'greatest']","[1, 5, 5, 5, 3, 5, 5, 3]"
"['I', 'am', 'not', 'much', 'of', 'a', 'computer', 'techie', 'so', 'I', 'can', 'understand', 'some', 'of', 'the', 'internal', 'problems', 'though', 'I', 'do', 'have', 'trend', 'micro', 'as', 'an', 'antiviral', 'program']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5, 5, 1, 2]"
"['Stay', 'away', 'from', 'HP']","[5, 5, 5, 5]"
"['The', 'computer', 'continued', 'to', 'give', 'me', 'issues', 'and', 'in', 'Late', 'June', 'it', 'completely', 'died', 'again', 'and', 'I', 'tried', 'to', 'call', 'Acer', 'again', 'to', 'get', 'it', 'fixed', 'and', 'they', 'refused', 'to', 'help', 'me', 'they', 'said', 'my', 'warrenty', 'was', 'up', 'and', 'hung', 'up', 'on', 'me']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['Ive', 'havent', 'had', 'any', 'major', 'problems', 'with', 'the', 'laptop', 'except', 'that', 'the', 'plastic', 'piece', 'that', 'covers', 'the', 'usb', 'port', 'wires', 'have', 'all', 'come', 'off']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5]"
"['Wonderful', 'sleek', 'case', 'design', 'is', 'only', 'on', 'the', 'outside']","[5, 5, 1, 2, 5, 5, 5, 5, 5]"
"['It', 'is', 'speedy', 'when', 'connected', 'wirelessly', 'to', 'any', 'network', 'regardless', 'if', 'the', 'connection', 'is', 'weak', 'or', 'not']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"['I', 'like', 'it']","[5, 3, 5]"
"['The', 'pricing', 'is', 'very', 'competitive']","[5, 1, 5, 5, 3]"
"['so', 'we', 'got', 'a', 'good', 'deal', 'on', 'hsn', 'for', 'an', 'ascer', 'notebook', 'and', 'we', 'bought', 'it', 'for', 'him']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Connecting', 'to', 'my', 'wireless', 'router', 'via', 'builtin', 'wireless', 'took', 'no', 'time', 'at', 'all']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Its', 'still', 'going']","[5, 5, 5]"
"['This', 'computer', 'is', 'exceptionally', 'thin', 'for', 'its', 'screen', 'size', 'and', 'processing', 'power']","[5, 5, 5, 5, 3, 5, 5, 1, 2, 5, 1, 2]"
"['There', 'is', 'NO', 'way', 'I', 'will', 'buy', 'a', 'LG', 'product', 'in', 'the', 'future']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'have', 'not', 'had', 'a', 'problem', 'with', 'the', 'applications', 'quitting', 'or', 'freezing']","[5, 5, 5, 5, 5, 3, 5, 5, 1, 3, 5, 3]"
"['Prior', 'to', 'this', 'computer', 'I', 'owned', 'a', 'PowerBook', 'G4', 'for', '6', 'years', 'quite', 'a', 'long', 'time', 'for', 'a', 'laptop']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Maybe', 'this', 'is', 'virus', 'related', 'maybe', 'not', 'but', 'the', 'computer', 'has', 'locked', 'up', 'many', 'times', 'and', 'on', 'two', 'occasions', 'the', 'screen', 'has', 'simply', 'gone', 'black']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3]"
"['The', 'advantages', 'of', 'owning', 'a', 'mac', 'are', 'numerous']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'challenge', 'anyone', 'to', 'show', 'proof', 'that', 'through', 'anywhere', 'near', 'normal', 'use', 'can', 'get', 'more', 'than', '25', 'hrs', 'out', 'of', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Using', 'this', 'machine', 'is', 'like', 'a', 'mild', 'form', 'of', 'torture']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['This', 'wiped', 'out', 'several', 'programs', 'that', 'were', 'installed', 'on', 'the', 'computer', 'when', 'it', 'was', 'bought']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['On', 'the', 'twelfth', 'day', 'that', 'I', 'had', 'the', 'notebook', 'I', 'decided', 'to', 'go', 'to', 'Dells', 'website', 'and', 'update', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'computer', 'blinks', 'it', 'shuts', 'off', 'at', 'will']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['Excellent', 'product', 'for', 'the', 'money']","[5, 5, 5, 5, 5]"
"['Its', 'graphics', 'arent', 'bad', 'at', 'all', 'for', 'the', 'lower', 'end', 'of', 'the', 'MacBook', 'Pro', 'spectrum', 'easily', 'capable', 'of', 'running', 'StarCraft', 'II', 'and', 'other', 'games', 'with', 'comparable', 'graphics']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1]"
"['I', 'have', 'Vista', 'so', 'I', 'am', 'unable', 'to', 'install', 'and', 'uninstall', 'some', 'programs']","[5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1]"
"['The', 'screen', 'is', 'bright', 'and', 'vivid', 'and', 'the', 'keyboard', 'is', 'very', 'easy', 'to', 'use', 'very', 'important', 'for', 'use', 'quick', 'typers']","[5, 1, 5, 3, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'can', 'do', 'everything', 'I', 'could', 'before', 'only', 'faster', 'and', 'more', 'efficiently']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3]"
"['I', 'called', 'Toshiba', 'and', 'they', 'want', 'me', 'to', 'be', 'without', 'my', 'laptop', 'for', 'about', 'two', 'weeks', 'while', 'they', 'look', 'at', 'the', 'problem']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'mouse', 'jumps', 'around', 'all', 'the', 'time', 'and', 'it', 'clicks', 'stuff', 'i', 'dont', 'want', 'it', 'too']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'dont', 'understand', 'why', 'i', 'spent', 'twice', 'as', 'much', 'to', 'get', 'a', 'laptop', 'rather', 'than', 'a', 'desktop', 'when', 'my', 'lap', 'top', 'is', 'completely', 'immoble']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4]"
"['For', 'those', 'that', 'care', 'about', 'noise', 'this', 'thing', 'doesnt', 'really', 'make', 'any']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['Here', 'we', 'are', 'another', 'year', 'later', 'and', 'the', 'computer', 'is', 'doing', 'the', 'same', 'thing']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Despite', 'the', 'plethora', 'of', 'problems', 'I', 'managed', 'to', 'use', 'technological', 'trickery', 'to', 'keep', 'the', 'machine', 'operational', 'for', 'two', 'years']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'had', 'my', 'IWORKS', 'Itunes', 'Email', 'MS', 'Office', 'network', 'and', 'printers', 'set', 'up', 'and', 'completely', 'working', 'perfectly', 'within', 'an', 'hour']","[5, 5, 5, 1, 1, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['Simply', 'amazing', 'computer']","[5, 3, 5]"
"['I', 'first', 'purchased', 'this', 'Dell', 'model', '1764', 'on', 'April', '6', '201']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'macbooks', 'are', 'small', 'enough', 'to', 'be', 'very', 'portable', 'yet', 'hold', 'tons', 'of', 'information', 'and', 'performance']","[5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 1]"
"['Two', 'times', 'with', 'in', 'one', 'month']","[5, 5, 5, 5, 5, 5]"
"['The', 'only', 'downfall', 'is', 'a', 'lot', 'of', 'the', 'software', 'I', 'have', 'wont', 'work', 'with', 'Mac', 'and', 'iWork', 'is', 'not', 'worth', 'the', 'price', 'of', 'it']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5]"
"['Waited', 'on', 'getting', 'this', 'computer', 'but', 'it', 'has', 'been', 'a', 'great', 'change']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['For', 'my', 'burn', 'thigh', 'which', 'has', 'put', 'a', 'permanent', 'mark', 'on', 'my', 'skin', 'it', 'happened', '7', 'months', 'ago', 'they', 'offered', 'me', 'an', 'ITouch', '8Gig', 'you', 'know', 'it', 'is', 'a', 'bit', 'insulating', 'when', 'a', 'company', 'this', 'rich', 'offer', 'a', 'loyal', 'customer', 'like', 'me', 'a', 'bottom', 'of', 'their', 'product', 'line', 'as', 'a', 'gift', 'for', 'events', 'like', 'this']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Whenever', 'tried', 'to', 'turn', 'it', 'on', 'it', 'would', 'restart', 'as', 'soon', 'as', 'the', 'BIOS', 'launched', 'Windows', 'or', 'Winblows', 'as', 'I', 'like', 'ot', 'call', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['BUT', 'theres', 'this', 'application', 'called', 'Boot', 'Camp', 'which', 'allows', 'you', 'to', 'add', 'another', 'OS', 'X', 'like', 'Windows']","[5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5, 5]"
"['The', 'mousepad', 'is', 'a', 'huge', 'pain', 'in', 'the', 'arse']","[5, 1, 5, 5, 3, 4, 5, 5, 5]"
"['I', 'hope', 'to', 'edit', 'this', 'in', 'the', 'next', 'few', 'hours', 'I', 'am', 'going', 'to', 'try', 'to', 'install', 'my', 'own', 'copy', 'of', 'Windows', '7']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['If', 'its', 'not', 'shipped', 'on', 'the', 'next', 'business', 'day', 'called', 'on', 'a', 'Friday', 'they', 'are', 'closed', 'on', 'weekends', 'what', 'was', 'the', 'next', 'step']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'also', 'purchased', 'Applecare', 'for', '300', 'which', 'is', 'a', 'three', 'year', 'extended', 'warranty', 'since', 'I', 've', 'never', 'seen', 'any', 'laptop', 'that', 'lasted', 'more', 'than', 'two']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'have', 'had', 'the', 'netbook', 'for', '2', 'months', 'and', 'I', 'love', 'it', 'I', 'read', 'some', 'reviews', 'that', 'say', 'netbooks', 'are', 'slow', 'but', 'it', 'does', 'not', 'seem', 'any', 'slower', 'than', 'the', 'other', 'computers', 'I', 'use']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['I', 'run', 'windows', 'via', 'bootcamp', 'for', 'the', 'couple', 'programs', 'I', 'do', 'not', 'want', 'to', 'buy', 'a', 'mac', 'version', 'of', 'like', 'my', 'cad', 'programs']","[5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['Cmon', 'LG']","[5, 5]"
"['Whenever', 'I', 'call', 'Dell', 'about', 'an', 'unrelated', 'problem', 'they', 'ask', 'me', 'if', 'my', 'laptop', 'is', 'running', 'slowly', 'and', 'if', 'Id', 'like', 'to', 'purchase', 'more', 'memory', 'for', '75']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5]"
"['since', 'then', 'i', 'have', 'had', 'minor', 'problems', 'with', 'slow', 'operation']","[5, 5, 5, 5, 5, 5, 3, 5, 3, 1]"
"['If', 'you', 'faintly', 'come', 'close', 'to', 'touching', 'this', 'thing', 'while', 'typing', 'all', 'craziness', 'may', 'break', 'loose']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Registration1st', 'use', 'is', 'easy']","[5, 1, 5, 3]"
"['I', 'love', 'this', 'laptop', 'and', 'use', 'it', 'everyday', 'to', 'do', 'something', 'and', 'never', 'lets', 'me', 'down']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['Finally', 'was', 'able', 'to', 'reach', 'a', 'young', 'lady', 'in', 'California', 'and', 'ordered', 'the', 'machine', 'and', 'was', 'subsequently', 'given', 'a', 'delivery', 'date']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['I', 'definitely', 'will', 'buy', 'a', 'Mac', 'again', 'if', 'and', 'when', 'this', 'computer', 'ever', 'fails']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['The', 'Toshiba', 'Mini', 'Notebook', 'Model', 'NB', '305N410BL', 'is', 'a', 'great', 'little', 'computer']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['Take', 'your', 'time', 'and', 'go', 'through', 'the', 'tutorials', 'patiently']","[5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['So', 'if', 'anyones', 'looking', 'to', 'buy', 'a', 'computer', 'or', 'laptop', 'you', 'should', 'stay', 'far', 'far', 'away', 'from', 'any', 'that', 'have', 'the', 'name', 'TOSHIBA', 'on', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
