Sentence,Sequence
"[u'The', u'hard', u'drive', u'crashed', u'as', u'well', u',', u'and', u'I', u'had', u'to', u'buy', u'a', u'new', u' ', u'power', u'cord', u'.']","[5, 1, 2, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5]"
"[u'But', u'enough', u'about', u'that', u',', u'I', u'am', u'an', u'Apple', u'convert', u'for', u'life', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'love', u'it', u'and', u'will', u'probably', u'get', u'another', u'one', u'when', u'this', u'goes', u'to', u'the', u'Laptop', u'in', u'the', u'sky', u'!', u'!']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'But', u',', u'Mac', u'makes', u'the', u'switch', u'from', u'PC', u'to', u'Mac', u'easy', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'Another', u'issue', u'I', u'have', u'with', u'it', u'is', u'the', u'battery', u'.']","[5, 3, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'HELP', u',', u'HELP', u',', u'OTHER', u'THAN', u'THAT', u'GETS', u'A', u'GREAT', u'LITTLE', u'WONDER', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Now', u'I', u'know', u'!']","[5, 5, 5, 5]"
"[u'After', u'2', u'months', u'of', u'complaints', u',', u'Asus', u'finally', u'sent', u'the', u'right', u'power', u'supply', u'to', u'my', u'techies', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 1, 5]"
"[u'Even', u'set', u'at', u'the', u'highest', u'level', u',', u'the', u'computer', u'sacrifices', u'its', u' ', u'queen', u'every', u'time', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'That', u'included', u'the', u'extra', u'Sony', u'Sonic', u'Stage', u'software', u',', u'the', u'speakers', u'and', u'the', u'subwoofer', u'I', u'got', u'(', u'that', u'WAS', u'worth', u'the', u'money', u')', u',', u'the', u'bluetooth', u'mouse', u'for', u'my', u'supposedly', u'bluetooth', u'enabled', u'computer', u',', u'the', u'extended', u'life', u'battery', u'and', u'the', u'Docking', u'port', u'.']","[5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 1, 2, 5]"
"[u'My', u'MacBook', u'Pro', u'works', u'like', u'a', u'dream', u',', u'it', u'has', u'never', u'overheated', u',', u'or', u'even', u'been', u'slightly', u'warm', u'for', u'that', u'matter', u'.']","[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'PC', u'users', u'use', u'the', u'Powerpoint', u'program', u'for', u'slide', u'-', u'show', u'presentation', u'and', u'Mac', u'users', u'utilize', u'Keynote', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'I', u'ca', u""n't"", u'begin', u'to', u'say', u'how', u'disappointed', u'I', u'am', u'.']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"[u'I', u'get', u'a', u'ton', u'of', u'compliments', u'on', u'its', u'size', u',', u'and', u'speaking', u'as', u'someone', u'who', u'regularly', u'commutes', u'on', u'a', u'bus', u',', u'I', u'can', u'attest', u'to', u'the', u'fact', u'that', u'this', u'is', u'the', u'perfect', u'size', u'computer', u'if', u'you', u""'re"", u'restricted', u'to', u'the', u'width', u'of', u'your', u'body', u'for', u'computing', u'room', u'.']","[5, 5, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'takes', u'me', u'approximately', u'3', u'tries', u'to', u'get', u'to', u'each', u'site', u',', u'then', u'after', u'closing', u'the', u'browser', u'and', u'reopening', u'it', u'it', u'actually', u'works', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"[u'Easy', u'to', u'carry', u',', u'can', u'be', u'taken', u'anywhere', u',', u'can', u'be', u'hooked', u'up', u'to', u'printers', u',', u'headsets', u'.']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'also', u'the', u'keyboard', u'does', u'not', u'liht', u'up', u'so', u'unless', u'your', u'sitting', u'in', u'a', u'room', u'with', u'some', u'light', u'you', u'ca', u'nt', u'see', u'anything', u'and', u'that', u's', u'bad', u'for', u'me', u'because', u'my', u'boyfriend', u'tends', u'to', u'watch', u'tv', u'in', u'the', u'dark', u'at', u'night', u'which', u'leaves', u'me', u'with', u'no', u'way', u'of', u'seeing', u'the', u'keyboard', u'.']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'Take', u'the', u'simple', u',', u'easy', u'solution', u'to', u'your', u'computer', u'problems', u'and', u'stop', u'waiting', u'and', u'smacking', u'your', u'old', u'computer', u'around', u'.']","[5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'is', u'as', u'good', u'as', u'new', u'.']","[5, 5, 5, 3, 5, 3, 5]"
"[u'And', u'it', u'did', u""n't"", u'show', u'up', u'on', u'the', u'reciept', u',', u'I', u'do', u""n't"", u'know', u'how', u'we', u'ordered', u'it', u'online', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'went', u'from', u'BestBuy', u'to', u'Dell', u',', u'Windows', u'to', u'Apple', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Back', u'then', u'my', u'entire', u'family', u'was', u'Devoted', u'to', u'the', u'Sony', u'name', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'When', u'I', u'got', u'my', u'laptop', u'back', u'after', u'this', u'first', u'instance', u'it', u'worked', u'okay', u'for', u'a', u'little', u'bit', u'then', u'I', u'started', u'expeirencing', u'issues', u'again', u',', u'everything', u'from', u'programs', u'and', u'drivers', u'failing', u'again', u',', u'to', u'it', u'powering', u'off', u'for', u'no', u'reason', u',', u'to', u'locking', u'up', u'and', u'freezing', u'and', u'just', u'all', u'sorts', u'of', u'issues', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 1, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"[u'Love', u'that', u'it', u'does', u""n't"", u'take', u'up', u'space', u'like', u'a', u'regular', u'computer', u'.']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"[u'*', u'3', u'weeks', u'after', u'giving', u'the', u'computer', u'for', u'repair*-Visited', u'MacHouse', u'Amsterdam', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'They', u'do', u""n't"", u'seem', u'to', u'be', u'susceptible', u'to', u'viruses', u',', u'which', u'is', u'one', u'less', u'big', u'thing', u'to', u'worry', u'about', u'when', u'it', u'comes', u'to', u'computers', u'.']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"[u'  ', u'I', u'was', u'very', u'excited', u'because', u'this', u'was', u'my', u'first', u'personal', u'computer', u'and', u'I', u'was', u'purchasing', u'it', u'with', u'my', u'OWN', u'money', u'I', u'had', u'recieved', u'from', u'graduation', u'presents', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Asked', u'the', u'customer', u'service', u'rep', u'.']","[5, 5, 1, 2, 2, 5]"
"[u'So', u',', u'I', u'took', u'it', u'back', u'to', u'the', u'apple', u'store', u'and', u'they', u'narcissist', u'genius', u'bar', u'staff', u')', u'fixed', u'it', u'by', u'resetting', u'the', u'fan', u'at', u'boot', u'up', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 3, 5, 5, 5, 5, 1, 5, 1, 2, 5]"
"[u'I', u'can', u'not', u'even', u'imaging', u'going', u'back', u'to', u'a', u'PC', u'after', u'using', u'this', u'wonderful', u'computer', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"[u'Basic', u'computer', u'.']","[5, 5, 5]"
"[u'I', u'fell', u'in', u'love', u'with', u'the', u'hp', u'pavillion', u'and', u'that', u'was', u'my', u'replacement', u'and', u'now', u'I', u'could', u'not', u'imagine', u'going', u'back', u'to', u'an', u'acer', u'at', u'all', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'turns', u'out', u'that', u'this', u'hp', u'pc', u'had', u'been', u'preciously', u'sold', u'by', u'Wal', u'Mart', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'would', u'totally', u'recommend', u'any', u'other', u'laptop', u'over', u'this', u'pile', u'of', u'grabage', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'  ', u'I', u'managed', u'to', u'comply', u'with', u'these', u'too', u'and', u'now', u'have', u'to', u'wait', u'and', u'see', u'if', u'they', u'can', u'find', u'another', u'way', u'to', u'screw', u'me', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'should', u'have', u'bought', u'one', u'a', u'long', u'time', u'ago', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'looked', u'at', u'the', u'computer', u'and', u'it', u'said', u'updating', u'but', u'the', u'asked', u'for', u'a', u'product', u'key', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'got', u'what', u'I', u'paid', u'for', u'.']","[5, 5, 5, 5, 5, 5, 5]"
"[u'Just', u'keep', u'in', u'mind', u'the', u'graphics', u'is', u'not', u'dedicated', u'so', u'loading', u'the', u'movie', u'almost', u'took', u'a', u'minute', u',', u'but', u'it', u'ran', u'fairly', u'smooth', u'for', u'a', u'non', u'-', u'dedicated', u'graphics', u'card', u'.']","[5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 2, 2, 2, 2, 5]"
"[u'Needs', u'Power', u'and', u'Mouse', u'Cable', u'to', u'Plug', u'in', u'back', u'instead', u'of', u'side', u',', u'In', u'the', u'way', u'of', u'operating', u'a', u'mouse', u'in', u'small', u'area', u'.']","[5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"[u'  ', u'However', u'I', u'dealt', u'with', u'this', u'problem', u'for', u'over', u'a', u'year', u'and', u'it', u'was', u'more', u'of', u'a', u'hastle', u'then', u'I', u'have', u'EVER', u'had', u'with', u'anything', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'got', u'the', u'first', u'""', u'Blue', u'screen', u'of', u'death', u'""', u'in', u'the', u'early', u'part', u'of', u'July', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'-4', u'RAM', u'slots', u',', u'2', u'HDD', u'Bays', u'*', u',', u'16', u'GB', u'RAM', u'support', u'-No', u'Wireless', u'Issues', u',', u'at', u'least', u'for', u'me', u'.']","[5, 1, 2, 5, 5, 1, 2, 5, 5, 1, 2, 2, 2, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'agree', u'with', u'the', u'previous', u'comment', u'that', u'ASUS', u'TECH', u'SUPPORT', u'IS', u'HORRIBLE', u'WHICH', u'IS', u'A', u'CON', u'IN', u'MY', u'OPINION', u'.']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'In', u'fact', u',', u'somehow', u'(', u'and', u'I', u'never', u'opened', u'it', u'up', u')', u'some', u'specks', u'of', u'dust', u'or', u'something', u'got', u'inside', u'the', u'screen', u'and', u'are', u'now', u'there', u'permanently', u',', u'behind', u'the', u'front', u'of', u'the', u'screen', u',', u'in', u'the', u'way', u'of', u'the', u'display', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'It', u'seems', u'to', u'be', u'incompatible', u'with', u'everything', u'else', u'.']","[5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'the', u'mouse', u'on', u'the', u'pad', u',', u'the', u'left', u'button', u'always', u'sticks', u'.']","[5, 1, 2, 2, 2, 5, 5, 1, 2, 5, 3, 5]"
"[u'  ', u'When', u'I', u'took', u'it', u'back', u'to', u'Best', u'Buy', u'I', u'asked', u'them', u'if', u'they', u'were', u'seriously', u'trying', u'to', u'drive', u'me', u'insane', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"[u'i', u'have', u'tried', u'to', u'charge', u'on', u'different', u'batteries', u'with', u'no', u'luck', u'.']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
"[u'I', u'would', u'recommend', u'this', u'computer', u'to', u'anyone', u'searching', u'for', u'the', u'perfect', u'laptop', u',', u'and', u'the', u'battery', u'life', u'is', u'amazing', u'.']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2, 5, 3, 5]"
"[u'We', u'use', u'the', u'built', u'in', u'tools', u'often', u',', u'iTunes', u'is', u'open', u'nearly', u'every', u'day', u'and', u'works', u'great', u'with', u'my', u'iPhone', u'.']","[5, 5, 5, 1, 2, 2, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"[u'But', u'my', u'blog', u'is', u'read', u'by', u'my', u'friends', u'and', u'search', u'engine', u'visitors', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'was', u'returned', u'on', u'the', u'third', u'day', u'I', u'owned', u'it', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'IT', u'WANT', u'TAKE', u'IT', u',', u'IT', u'KEEP', u'SAYING', u'ERROR', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Anyone', u'who', u'is', u'considering', u'buying', u'an', u'Acer', u'computer', u'of', u'any', u'sort', u',', u'I', u'seriously', u'suggest', u'you', u'look', u'into', u'buying', u'a', u'different', u'brand', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'the', u'size', u'of', u'has', u'actually', u'help', u'me', u'out', u'quite', u'a', u'bit', u'by', u'me', u'being', u'able', u'to', u'fit', u'it', u'in', u'an', u'already', u'full', u'backpack', u'and', u'to', u'use', u'it', u'at', u'a', u'resturant', u'where', u'the', u'food', u'on', u'the', u'table', u'is', u'always', u'so', u'space', u'consuming', u'.']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'Highly', u'recommend', u'for', u'daily', u'use', u'.']","[5, 3, 5, 5, 5, 5]"
"[u'We', u'are', u'addicted', u'to', u'the', u'Mac', u'.']","[5, 5, 3, 5, 5, 5, 5]"
"[u'Because', u'it', u'IS', u'a', u'defective', u'product', u'.']","[5, 5, 5, 5, 3, 5, 5]"
"[u'Second', u',', u'it', u'gets', u'scratches', u'easily', u'and', u'when', u'it', u'gets', u'old', u'some', u'thing', u'may', u'operated']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'True', u'quality', u'at', u'a', u'great', u'price', u'!']","[5, 1, 5, 5, 5, 1, 5]"
"[u'Not', u'easy', u'to', u'carry', u'.']","[5, 3, 5, 1, 5]"
"[u'The', u'programs', u'that', u'come', u'standard', u'with', u'the', u'Leopard', u'running', u'system', u'are', u'enough', u'for', u'the', u'average', u'person', u'to', u'run', u'all', u'the', u'basics', u'.']","[5, 1, 5, 5, 3, 5, 5, 1, 2, 2, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'am', u'really', u'heartbroken', u'to', u'have', u'to', u'post', u'a', u'terrible', u'review', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"[u'So', u'what', u'am', u'I', u'supposed', u'to', u'do', u'?', u' ', u'The', u'LG', u'service', u'center', u'can', u'not', u'provide', u'me', u'the', u'""', u'service', u'""', u'when', u'it', u'is', u'called', u'the', u'""', u'service', u'center', u'""', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"[u'The', u'Material', u'this', u'Pro', u'is', u'made', u'out', u'of', u'seems', u'a', u'lot', u'nicer', u'than', u'any', u'PC', u' ', u'Specs', u':', u'Like', u'I', u'said', u'this', u'performs', u'a', u'lot', u'better', u'than', u'any', u'computer', u'I', u""'ve"", u'had', u'in', u'the', u'past', u'.']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'has', u'been', u'nothing', u'but', u'trouble', u'from', u'the', u'time', u'we', u'bought', u'it', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'After', u'doing', u'extensive', u'research', u',', u'macconnection', u'had', u'the', u'lowest', u'price', u'on', u'the', u'15', u'""', u'MBP', u'i5', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'am', u'ADDICTED', u'to', u'photo', u'booth', u'!']","[5, 5, 5, 5, 1, 2, 5]"
"[u'The', u'operating', u'system', u'and', u'user', u'interface', u'is', u'very', u'intuitive', u',', u'and', u'the', u'large', u'multi', u'-', u'touch', u'track', u'pad', u'is', u'amazing', u'.']","[5, 1, 2, 5, 1, 2, 5, 5, 3, 5, 5, 5, 3, 1, 2, 2, 2, 2, 5, 3, 5]"
"[u'So', u',', u'I', u'went', u'back', u'.']","[5, 5, 5, 5, 5, 5]"
"[u'I', u'like', u'it', u'so', u'much', u',', u'I', u'bought', u'another', u'just', u'for', u'my', u'wife', u'.']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'took', u'it', u'back', u'to', u'the', u'store', u'and', u'exchanged', u'it', u'for', u'another', u'one', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'All', u'in', u'all', u'great', u'item', u'highly', u'recommend', u'it', u'.']","[5, 5, 5, 3, 5, 5, 3, 5, 5]"
"[u'Hard', u'disk', u'-', u'The', u'new', u'editions', u'gives', u'you', u'more', u'hard', u'disk', u'space', u'(', u'500', u'GB', u'instead', u'of', u'320', u'GB', u')', u'but', u'time', u'has', u'taught', u'me', u'never', u'to', u'trust', u'an', u'internal', u'hard', u'disk', u'.']","[1, 2, 5, 5, 5, 5, 5, 5, 3, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 5]"
"[u'This', u'laptop', u'rocks', u'(', u'only', u'wish', u'it', u'could', u'run', u'SolidWorks', u'CAD', u'-', u'which', u'Apple', u'does', u""n't"", u'support', u')', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'is', u'extremely', u'portable', u'and', u'easily', u'connects', u'to', u'WIFI', u'at', u'the', u'library', u'and', u'elsewhere', u'.']","[5, 5, 5, 3, 5, 3, 1, 2, 2, 5, 5, 5, 5, 5, 5]"
"[u'I', u'do', u""n't"", u'have', u'that', u'additional', u'money', u'right', u'now', u',', u'and', u'therefore', u'would', u""n't"", u'have', u'purchased', u'it', u'at', u'this', u'time', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'First', u'things', u'first', u',', u'Macbook', u'pro', u'has', u'many', u'applications', u'to', u'make', u'life', u'easier', u',', u'unlike', u'the', u'windows', u'computers', u'.']","[5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 3, 5, 5, 5, 1, 5, 5]"
"[u'And', u'the', u'screen', u'on', u'this', u'thing', u'is', u'absolutely', u'amazing', u'for', u'high', u'quality', u'videos', u'and', u'movies', u'and', u'gaming', u'.']","[5, 5, 1, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 1, 5]"
"[u'Fast', u',', u'fast', u'and', u'fast', u',', u'the', u'web', u'pages', u'just', u'fly', u'by', u'.']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'I', u'considered', u'I', u'may', u'have', u'too', u'much', u'on', u'the', u'computer', u',', u'but', u'after', u'looking', u',', u'there', u'was', u'plenty', u'of', u'space', u'and', u'that', u'is', u'not', u'the', u'issue', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 3, 5]"
"[u'I', u'do', u""n't"", u'use', u'my', u'laptop', u'in', u'a', u'way', u'though', u'that', u'needs', u'a', u'long', u'battery', u'life', u'so', u'it', u""'s"", u'perfect', u'for', u'me', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 3, 5, 5, 5]"
"[u'Guess', u'I', u""'ll"", u'stay', u'away', u'from', u'HP', u'.']","[5, 5, 5, 5, 5, 5, 5, 5]"
"[u'It', u'is', u'made', u'better', u',', u'thicker', u',', u'and', u'all', u'out', u'tough', u'!']","[5, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5]"
"[u'It', u'was', u'about', u'six', u'months', u'later', u'when', u'the', u'overheating', u'problem', u'started', u'again', u',', u'to', u'the', u'point', u'it', u'felt', u'like', u'fire', u'on', u'the', u'bottom', u'of', u'the', u'machine', u'!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'There', u'is', u'a', u'blank', u'lighted', u'screen', u'when', u'I', u'start', u'and', u'that', u'is', u'all', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'And', u'i', u'would', u'recommend', u'this', u'to', u'anypne', u'looking', u'for', u'a', u'new', u'laptop', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'But', u'then', u',', u'something', u'goes', u'wrong', u'.']","[5, 5, 5, 5, 5, 3, 5]"
"[u'So', u'far', u'so', u'good', u'with', u'this', u'laptop', u'.']","[5, 5, 5, 3, 5, 5, 5, 5]"
"[u'i', u'must', u'keep', u'it', u'plugged', u'in', u'at', u'all', u'times', u'because', u'it', u'will', u'not', u'keep', u'a', u'charge', u'for', u'longer', u'than', u'four', u'minutes', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5, 5]"
"[u'Avoid', u'this', u'model', u'.']","[5, 5, 5, 5]"
"[u'Summary', u':', u'I', u""'ve"", u'had', u'this', u'laptop', u'for', u'2', u'months', u',', u'out', u'of', u'the', u'blue', u'the', u'power', u'adapter', u'stops', u'working', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 3, 4, 5]"
"[u'I', u'saw', u'walmart', u'had', u'the', u'same', u'computer', u'for', u'about', u'$', u'650', u'but', u'still', u'knowing', u'what', u'I', u'know', u'now', u',', u'I', u'would', u'not', u'buy', u'it', u'at', u'that', u'price', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5]"
"[u'The', u'local', u'computer', u'repair', u'shops', u'send', u'out', u'ads', u'that', u'say', u'along', u'the', u'lines', u'of', u'we', u'can', u'fix', u'almost', u'any', u'problem', u'or', u'computer', u' ', u'usually', u'even', u'the', u'trouble', u'some', u'Toshiba', u'satellite', u'.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'it', u'has', u'had', u'some', u'problems', u'.']","[5, 5, 5, 5, 3, 5]"
"[u'There', u's', u'always', u'something', u'wrong', u'with', u'it', u',', u'wether', u'it', u'be', u'some', u'virus', u'you', u'ca', u""n't"", u'track', u'down', u',', u'or', u'it', u'overheats', u',', u'sometimes', u'even', u'catches', u'on', u'fire', u',', u'you', u'just', u'ca', u""n't"", u'use', u'it', u'.']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"[u'This', u'computer', u'is', u'good', u'for', u'10', u'days', u'then', u'it', u'sucks', u'for', u'the', u'rest', u'of', u'your', u'life', u'.']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"[u'Of', u'course', u',', u'for', u'a', u'student', u',', u'weight', u'is', u'always', u'an', u'issue', u'.']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5]"
