Sentence,Sequence
"['you', 'fellas|NOUN', 'above', 'says|VERB', 'its|ADJ', 'the', 'best|ADJ', 'taiwanese|ADJ', 'restaurant|NOUN', 'in', 'town|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['yeah', ' <COMMA> ', 'it', ""'s|VERB"", 'that', 'good|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5]"
"['if', 'you', 'love|VERB', 'seafood|NOUN', ' <COMMA> ', 'you', 'would|VERB', 'love|VERB', 'this', 'place|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 3, 1, 5, 5, 5, 3, 5, 1, 5]"
"['good|ADJ', ' <COMMA> ', 'fast|ADJ', 'service|NOUN', ' <PERIOD> ']","[3, 5, 3, 1, 5]"
"['dakshin|NOUN', 'is|VERB', 'one', 'of', 'the', 'few|ADJ', 'affordable|ADJ', 'and', 'tasty|ADJ', 'indian|ADJ', 'restaurant|NOUN', 'in', 'the', 'upper|ADJ', 'east|NOUN', 'side|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'charge|VERB', 'different|ADJ', 'prices|NOUN', 'all|ADJ', 'the', 'time|NOUN', ' <PERIOD> ']","[5, 5, 3, 1, 5, 5, 5, 5]"
"['to', 'dine|VERB', 'at', 'thalia|NOUN', 'can|VERB', 'be|VERB', 'slightly', 'deceiving|VERB', 'because', 'while', 'its|ADJ', 'beautiful|ADJ', 'on', 'the', 'outside|NOUN', ' <COMMA> ', 'its|ADJ', 'so', 'bland|ADJ', 'on', 'the', 'inside|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'was|VERB', 'in', 'love|NOUN', 'with', 'pongsri|NOUN', 'on', '48th|NOUN', ' <COMMA> ', 'but', 'compared|VERB', 'to', 'suan|NOUN', 'it', 'is|VERB', 'slow|ADJ', 'in', 'service|NOUN', 'and', 'overpriced|VERB', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 1, 5, 3, 5]"
"['my|ADJ', 'friends|NOUN', 'and', 'i', 'experienced|VERB', 'amazing|ADJ', 'cheese|NOUN', 'and', 'a', 'delicious|ADJ', ' <COMMA> ', 'new|ADJ', 'summer|NOUN', 'menu|NOUN', 'at', 'artisanal|ADJ', 'last|ADJ', 'night|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 1, 5, 5, 3, 5, 3, 5, 1, 5, 5, 5, 5, 5]"
"['i', 'am|VERB', 'so', 'coming|VERB', 'back', 'here', 'again', ' <COMMA> ', 'as', 'much', 'as', 'i', 'can|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have|VERB', 'been|VERB', 'going|VERB', 'back', 'again', 'and', 'again', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['it', ""'s|VERB"", 'charmingly', 'small|ADJ', 'and', 'that', 'leads|VERB', 'to', 'an', 'atmoshere|NOUN', 'that|ADJ', 'is|VERB', 'extremely', 'cozy|ADJ', 'and', 'romantic|ADJ', ' <COMMA> ', 'even', ' <PERIOD> ']","[5, 5, 3, 4, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 3, 5, 5, 5]"
"['it', 'is|VERB', 'obvious|ADJ', 'that', 'no', 'one|NOUN', 'in', 'the', 'restaurant|NOUN', 'has|VERB', 'any', 'idea|NOUN', 'about', 'or', 'experience|VERB', 'with', 'japanese|ADJ', 'cuisine|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['in', 'terms|NOUN', 'of', 'the', 'food|NOUN', 'itself', '--', 'nothing|NOUN', 'special|ADJ', ' <COMMA> ', 'we', 'limited|VERB', 'ourselves', 'to', 'several|ADJ', 'appetizers|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 1, 5]"
"['love|VERB', 'the', 'jazz|NOUN', 'bands|NOUN', 'on', 'fri|NOUN', 'and', 'sat|VERB', ' <PERIOD> ']","[3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['overall', ' <COMMA> ', 'excellent|ADJ', 'restaurant|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 3, 5, 5]"
"['to', 'begin|VERB', ' <COMMA> ', 'we', 'were|VERB', 'told|VERB', 'there', 'was|VERB', 'a', '30', 'minute|NOUN', 'wait|NOUN', 'and', 'started|VERB', 'to', 'leave|VERB', ' <COMMA> ', 'when', 'the', 'hostess|NOUN', 'offered|VERB', 'to', 'call|VERB', 'us', 'on', 'our|ADJ', 'cell|NOUN', 'phone|NOUN', 'when', 'the', 'table|NOUN', 'was|VERB', 'ready|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'servers|NOUN', 'give|VERB', 'you', 'some', 'sample|NOUN', 'slices|NOUN', 'of', 'your|ADJ', 'order|NOUN', 'while', 'you', 'wait|VERB', ' <LEFT PARENTHESIS> ', 'shortly', 'i', 'might|VERB', 'add|VERB', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'service|NOUN', 'was|VERB', 'ok|ADJ', ' <PERIOD> ']","[5, 1, 5, 3, 5]"
"['when', 'asked|VERB', 'about', 'how', 'a', 'certain|ADJ', 'dish|NOUN', 'was|VERB', 'prepared|VERB', 'in', 'comparison|NOUN', 'to', 'a', 'similar|ADJ', 'at', 'other|ADJ', 'thai|ADJ', 'restaurants|NOUN', ' <COMMA> ', 'he', 'replied|VERB', 'this', 'is|VERB', 'not', 'mcdonald|ADJ', ""'s"", ' <COMMA> ', 'every', 'place|NOUN', 'makes|VERB', 'things|NOUN', 'differently', 'while', 'it', 'is|VERB', 'understandable|ADJ', 'that', 'every', 'place|NOUN', 'is|VERB', 'indeed', 'different|ADJ', ' <COMMA> ', 'there', 'was|VERB', 'not', 'a', 'need|NOUN', 'to', 'be|VERB', 'uncourteous|ADJ', 'to', 'customers|NOUN', 'and', 'downright', 'rude|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5]"
"['i', 'ate|VERB', 'here', 'for', 'the', 'first|ADJ', 'time|NOUN', 'and', 'absolutely', 'loved|VERB', 'it', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['do|VERB', ""n't"", 'expect|VERB', 'to', 'sit|VERB', 'down', 'inside', 'though', ' <COMMA> ', 'there', 'are|VERB', 'only', 'a', 'few|ADJ', 'tables|NOUN', 'and', 'they', 'are|VERB', 'always', 'full|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 3, 5]"
"['the', 'staff|NOUN', 'is|VERB', 'accomodating|VERB', ' <COMMA> ', 'the', 'ambiance|NOUN', 'is|VERB', 'exciting|ADJ', 'and', 'yet', 'relaxed|ADJ', ' <COMMA> ', 'and', 'the', 'food|NOUN', 'is|VERB', 'out', 'of', 'this', 'world|NOUN', ' <EXCLAMATION_MARK> ']","[5, 1, 5, 3, 5, 5, 1, 5, 3, 5, 5, 3, 5, 5, 5, 1, 5, 3, 4, 4, 4, 5]"
"['the', 'food|NOUN', 'was|VERB', 'delicious|ADJ', ' <LEFT PARENTHESIS> ', 'i', 'had|VERB', 'a', 'halibut|NOUN', 'special|ADJ', ' <COMMA> ', 'my|ADJ', 'husband|NOUN', 'had|VERB', 'steak|NOUN', ' <RIGHT PARENTHESIS> ', ' <COMMA> ', 'and', 'the', 'service|NOUN', 'was|VERB', 'top|ADJ', ' <HYPHEN> ', 'notch|NOUN', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"['the', 'manager|NOUN', 'claimed|VERB', 'that', 'he', 'could|VERB', 'not', 'compensate|VERB', 'us', 'for', 'anything|NOUN', 'on', 'the', 'bill|NOUN', 'which|ADJ', 'just', 'shows|VERB', 'the', 'lack|NOUN', 'of', 'sophistication|NOUN', 'from', 'the', 'entire|ADJ', 'group|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is|VERB', 'by', 'far', 'my|ADJ', 'favorite|ADJ', 'place|NOUN', 'in', 'the', 'neighborhood|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['but', 'too', 'far', 'east', ' <EXCLAMATION_MARK> ']","[5, 5, 3, 5, 5]"
"['satisfying|VERB', ' <PERIOD> ']","[3, 5]"
"['highly', 'highly', 'highly', 'recommended|VERB', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 3, 5]"
"['it', ""'s|VERB"", 'the', 'only|ADJ', 'place|NOUN', 'you', 'can|VERB', 'get|VERB', 'yummy|ADJ', 'authentic|ADJ', 'japanese|ADJ', 'comfort|NOUN', 'food|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 1, 2, 2, 5]"
"['we', 'took|VERB', 'advanatage|NOUN', 'of', 'the', 'half|ADJ', 'price|NOUN', 'sushi|NOUN', 'deal|NOUN', 'on', 'saturday|NOUN', 'so', 'it', 'was|VERB', 'well', 'worth|ADJ', 'it', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 2, 2, 2, 5, 5, 5, 5, 5, 3, 4, 5, 5]"
"['we', 'came|VERB', 'here', 'on', 'a', 'crowded|ADJ', 'saturday|NOUN', 'night|NOUN', 'and', 'were|VERB', 'seated|VERB', 'right', 'away', 'despite', 'being|VERB', '15', 'minutes|NOUN', 'late', 'for', 'our|ADJ', 'reservation|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 1, 5]"
"['this', 'place|NOUN', 'is|VERB', 'cool|ADJ', 'enough', 'to', 'be|VERB', 'in', 'the', 'east|ADJ', 'village|NOUN', ' <COMMA> ', 'but', 'french|ADJ', 'enough', 'to', 'make|VERB', 'you', 'feel|VERB', 'like', 'you', 'could|VERB', 'be|VERB', 'in', 'a', 'bistro|NOUN', 'in', 'a', 'back|ADJ', 'alley|NOUN', 'in', 'paris|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'were|VERB', 'fast|ADJ', 'to', 'order|VERB', 'the', 'appetizer|NOUN', 'platter|NOUN', 'since', 'we', 'were|VERB', 'very', 'hungry|ADJ', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5]"
"['the', 'staff|NOUN', 'are|VERB', 'attentive|ADJ', ' <COMMA> ', 'and', 'have|VERB', 'smiles|NOUN', 'on', 'their|ADJ', 'faces|NOUN', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'is|VERB', 'the', 'best|ADJ', 'shabu|NOUN', ' <HYPHEN> ', 'shabu|NOUN', 'restaurant|NOUN', 'in', 'the', 'try|VERB', ' <HYPHEN> ', 'state|NOUN', 'area|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['no', 'dress|NOUN', 'codes|NOUN', ' <COMMA> ', 'no', 'attitudes|NOUN', ' <COMMA> ', 'plenty|NOUN', 'of', 'comfort|NOUN', 'companionship|NOUN', ' <COMMA> ', 'a', 'great|ADJ', 'place|NOUN', 'to', 'relax|VERB', 'in', 'an', 'always', 'busy|ADJ', 'midtown|ADJ', ' <PERIOD> ']","[5, 1, 2, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['largest|ADJ', 'and', 'freshest|ADJ', 'pieces|NOUN', 'of', 'sushi|NOUN', ' <COMMA> ', 'and', 'delicious|ADJ', ' <EXCLAMATION_MARK> ']","[3, 5, 3, 1, 2, 2, 5, 5, 3, 5]"
"['even', 'the', 'pasta|NOUN', 'is|VERB', 'delicious|ADJ', 'here', ' <LEFT PARENTHESIS> ', 'a', 'rarity|NOUN', 'in', 'new|ADJ', 'york|NOUN', 'pizza|NOUN', 'restaurants|NOUN', ' <RIGHT PARENTHESIS> ', ' <PERIOD> ']","[5, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['but', 'when', 'we', 'looked|VERB', 'at', 'the', 'menu|NOUN', ' <COMMA> ', 'there', 'were|VERB', ""n't"", 'a', 'lot|NOUN', 'of', 'choices|NOUN', ' <COMMA> ', 'most|ADJ', 'of', 'them', 'were|VERB', 'dumplings|NOUN', 'in', 'the', 'appetizer|NOUN', 'section|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5]"
"['maybe', 'i', 'say|VERB', 'so', 'because', 'it', 'looked|VERB', 'promising|ADJ', 'for', 'people|NOUN', 'who|NOUN', 'like|VERB', 'artery|NOUN', ' <HYPHEN> ', 'clogging|VERB', 'jewish|ADJ', 'deli|NOUN', 'food|NOUN', ' <COMMA> ', 'but', 'turns|VERB', 'out', 'to', 'be|VERB', 'poorly', 'run|VERB', 'and', 'awful|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5]"
"['after', 'my|ADJ', '3rd|ADJ', 'time|NOUN', 'the', 'manager|NOUN', 'remembered|VERB', 'me', 'and', 'treated|VERB', 'me', 'like', 'an', 'usual|ADJ', 'customer|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['this', 'place|NOUN', 'is|VERB', 'greatly', 'welcome|ADJ', 'in', 'the', 'desolate|ADJ', 'little|ADJ', 'strip|NOUN', 'between', 'the', 'prospect|ADJ', 'expressway|NOUN', 'and', 'greenwood|NOUN', 'cemetery|NOUN', ' <HYPHEN> ', 'a', 'wasteland|NOUN', 'we', 'like|VERB', 'to', 'call|VERB', 'the', 'sliv|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['now', 'if', 'they', 'could|VERB', 'only', 'get|VERB', 'a', 'toaster|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 5]"
"['you', 'will|VERB', 'find|VERB', 'yourself', 'returning|VERB', 'quite', 'often', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['when', 'he', ""'s|VERB"", 'not', 'making|VERB', 'authentic|ADJ', 'neapolitan|ADJ', 'pizza|NOUN', 'in', 'the', 'open|ADJ', 'brick|NOUN', 'oven|NOUN', 'or', 'lightly', 'frying|VERB', 'zucchini|NOUN', 'blossoms|NOUN', ' <COMMA> ', 'he', ""'s|VERB"", 'visiting|VERB', 'the', 'regulars|NOUN', ' <LEFT PARENTHESIS> ', 'a', 'growing|VERB', 'legion|NOUN', ' <RIGHT PARENTHESIS> ', 'and', 'checking|VERB', 'on', 'newcomers|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['wait|VERB', 'staff|NOUN', 'is|VERB', 'blantently', 'unappreciative|ADJ', 'of', 'your|ADJ', 'business|NOUN', 'but', 'its|ADJ', 'the', 'best|ADJ', 'pie|NOUN', 'on', 'the', 'uws|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['the', 'ingredients|NOUN', 'taste|VERB', 'fresher|ADJ', ' <COMMA> ', 'the', 'crust|NOUN', 'is|VERB', 'thinner|ADJ', 'and', 'crispier|NOUN', ' <COMMA> ', 'the', 'slice|NOUN', 'is|VERB', 'less', 'oily|ADJ', ' <COMMA> ', 'and', 'it', ""'s|VERB"", 'never', 'burnt|VERB', 'like', 'it', 'occasionally', 'is|VERB', 'at', 'joe|NOUN', ""'s"", ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 1, 5, 3, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['fish|NOUN', 'is|VERB', 'so', 'very', 'fresh|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5]"
"['the', 'prices|NOUN', 'were|VERB', 'cheap|ADJ', 'compared|VERB', 'to', 'the', 'quality|NOUN', 'of', 'service|NOUN', 'and', 'food|NOUN', ' <PERIOD> ']","[5, 1, 5, 3, 5, 5, 5, 5, 5, 1, 5, 1, 5]"
"['go|VERB', 'only', 'if', 'you', 'are|VERB', 'already', 'in', 'the', 'neighborhood|NOUN', 'and', 'do|VERB', ""n't"", 'want|VERB', 'to', 'bother|VERB', 'going|VERB', 'farther', 'for', 'a', 'better|ADJ', 'place|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['top|ADJ', 'spot|NOUN', 'in', 'town|NOUN', 'for', 'vietnamese|ADJ', 'classics|NOUN', ' <COMMA> ', 'better', 'than', 'places|NOUN', 'that|ADJ', 'cost|VERB', 'a', 'lot|NOUN', 'more|ADJ', ' <PERIOD> ']","[3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['less|ADJ', 'wait|VERB', 'time|NOUN', 'for', 'me', ' <EXCLAMATION_MARK> ']","[3, 1, 2, 5, 5, 5]"
"['this', 'was|VERB', 'the', 'perfect|ADJ', 'quiet|ADJ', ' <COMMA> ', 'relaxing|ADJ', ' <COMMA> ', 'and', 'delicious|ADJ', 'accompaniment|NOUN', 'to', 'our|ADJ', 'afternoon|NOUN', 'of', 'theater|NOUN', ' <PERIOD> ']","[5, 5, 5, 3, 3, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'decor|NOUN', 'is|VERB', 'really', 'blah|ADJ', ' <COMMA> ', 'and', 'not', 'at', 'all', 'hip|NOUN', 'or', 'happening|NOUN', ' <PERIOD> ']","[5, 1, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 3, 5]"
"['having|VERB', 'discovered|VERB', 'ping|NOUN', ""'s"", 'on', 'the', 'internet|NOUN', ' <COMMA> ', 'we', 'entered|VERB', 'with', 'qualms|NOUN', 'but', 'were|VERB', 'instantly', 'put|VERB', 'to', 'ease|NOUN', 'by', 'the', 'fish|NOUN', 'tanks|NOUN', 'that|ADJ', 'greet|VERB', 'you', 'as', 'u', 'walk|VERB', 'in', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
"['you', 'can|VERB', 'not', 'go|VERB', 'wrong|ADJ', 'at', 'the', 'red|ADJ', 'eye|NOUN', 'grill|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['it', 'appears|VERB', 'to', 'be|VERB', 'the', 'owner|NOUN', ""'s"", 'first|ADJ', 'venture|NOUN', 'and', 'it', 'shows|VERB', ' <PERIOD> ']","[5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'come|VERB', 'from', 'a', 'family|NOUN', 'of', 'pizzeria|NOUN', 'owners|NOUN', ' <COMMA> ', 'and', 'i', ""'m|VERB"", 'almost', 'ashamed|ADJ', 'to', 'say|VERB', 'that', 'the', 'pizza|NOUN', 'in', 'fornino|ADJ', ""'s"", 'blows|NOUN', 'my|ADJ', 'families|NOUN', 'receipies|VERB', 'away', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'go|VERB', 'twice', 'a', 'month|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5]"
"['we', 'ordered|VERB', 'some', 'beef|NOUN', 'and', 'noodle|NOUN', 'soup|NOUN', 'dishes|NOUN', 'from', 'the', 'thai|ADJ', 'section|NOUN', 'of', 'the', 'menu|NOUN', 'but', 'nothing|NOUN', 'we', 'got|VERB', 'was|VERB', 'thai|ADJ', ' <PERIOD> ']","[5, 5, 5, 1, 5, 1, 2, 2, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'have|VERB', 'a', 'huge|ADJ', 'selection|NOUN', 'of', 'different|ADJ', 'cream|NOUN', 'cheeses|NOUN', 'and', 'all', 'of', 'their|ADJ', 'salads|NOUN', 'are|VERB', 'great|ADJ', ' <PERIOD> ']","[5, 5, 5, 3, 5, 5, 3, 1, 2, 5, 5, 5, 5, 1, 5, 3, 5]"
"['the', 'lobster|NOUN', 'sandwich|NOUN', 'is|VERB', 'good|ADJ', 'and', 'the', 'spaghetti|NOUN', 'with', 'scallops|NOUN', 'and', 'shrimp|NOUN', 'is|VERB', 'great|ADJ', ' <PERIOD> ']","[5, 1, 2, 5, 3, 5, 5, 1, 2, 2, 2, 2, 5, 3, 5]"
"['the', 'food|NOUN', 'was|VERB', 'authentic|ADJ', ' <PERIOD> ']","[5, 1, 5, 3, 5]"
"['the', 'dim|ADJ', 'sum|NOUN', 'is|VERB', 'delectable|ADJ', 'while', 'the', 'prices|NOUN', 'are|VERB', 'quite', 'easy|ADJ', 'on', 'the', 'wallet|NOUN', ' <PERIOD> ']","[5, 1, 2, 5, 3, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5]"
"['i', 'only', 'tried|VERB', 'a', 'simple|ADJ', 'dish|NOUN', 'of', 'spinach|NOUN', 'ravioli|NOUN', 'in', 'a', 'light|ADJ', 'oil|NOUN', 'and', 'garlic|NOUN', 'sauce|NOUN', ' <COMMA> ', 'but', 'it', 'actually', 'faired|VERB', 'better|ADJ', 'than', 'most|ADJ', 'nyc|ADJ', 'italian|ADJ', 'joints|NOUN', 'i', ""'ve|VERB"", 'tried|VERB', 'similar|ADJ', 'dishes|NOUN', 'at', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'worst|ADJ', 'excuse|NOUN', 'for', 'japanese|ADJ', 'food|NOUN', 'i', ""'ve|VERB"", 'ever', 'encountered|VERB', ' <PERIOD> ']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['a', 'million', 'better|ADJ', 'places|NOUN', 'to', 'go|VERB', 'in', 'the', 'city|NOUN', ' <PERIOD> ']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'celebrities|NOUN', 'make|VERB', 'you', 'sweat|VERB', ' <COMMA> ', 'then', 'your|ADJ', 'in', 'for', 'a', 'ride|NOUN', ' <COMMA> ', 'but', 'if', 'your|ADJ', 'like', 'most|ADJ', 'around', 'these', 'parts|NOUN', 'then', 'you', ""'ll|VERB"", 'just', 'yawn|VERB', 'and', 'wonder|VERB', 'what|NOUN', 's|VERB', 'with', 'all|ADJ', 'the', 'hype|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['okay', ' <HYPHEN> ', 'i', 'do|VERB', ""n't"", 'mind|VERB', 'the', 'oily|ADJ', 'part|NOUN', ' <LEFT PARENTHESIS> ', 'cause', 'most|ADJ', 'are|VERB', 'cooked|VERB', 'that', 'way|NOUN', ' <RIGHT PARENTHESIS> ', 'but', 'it', 'was|VERB', 'way', 'too', 'bland|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'ordered|VERB', 'a', 'chicken|NOUN', 'teriyaki|NOUN', 'dish|NOUN', 'and', 'found|VERB', 'that', 'the', 'chicken|NOUN', 'was|VERB', 'extremely', 'dry|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'love|VERB', 'it', ' <PERIOD> ']","[5, 3, 5, 5]"
"['if', 'you', 'want|VERB', 'something|NOUN', 'really', 'different|ADJ', 'than', 'try|VERB', 'jekyll|NOUN', 'and', 'hyde|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'had|VERB', 'reservations|NOUN', 'at', '9', 'pm|NOUN', ' <COMMA> ', 'but', 'was|VERB', 'not', 'seated|VERB', 'until', '10:15pm|NOUN', ' <PERIOD> ']","[5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['we', 'had|VERB', 'pam|NOUN', ""'s"", 'special|ADJ', 'fried|VERB', 'fish|NOUN', 'and', 'it', 'was|VERB', 'amazing|ADJ', ' <PERIOD> ']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5]"
"['its|ADJ', 'located|VERB', 'in', 'greenewich|ADJ', 'village|NOUN', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5]"
"['there', 'is|VERB', 'no', 'excuse|NOUN', 'for', 'such|ADJ', 'lousy|ADJ', 'service|NOUN', ' <EXCLAMATION_MARK> ']","[5, 5, 5, 5, 5, 5, 3, 1, 5]"
"['three', 'strikes|NOUN', 'and', 'this', 'restaurant|NOUN', 'is|VERB', 'out', ' <PERIOD> ']","[5, 5, 5, 5, 5, 5, 5, 5]"
