Sentence,Sequence
"['it', 'would', 'be', 'a', 'load', 'on', 'long', 'trips', 'where', 'a', 'lot', 'of', 'walking', 'is', 'required']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['but', 'the', 'arm', 'velcro', 'is', 'torn', 'after', 'one', 'use']","[5, 5, 1, 2, 5, 3, 5, 5, 5]"
"['not', 'good', 'for', 'a', 'person', 'who', 'gets', 'online', 'daily']","[5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'laptop', 'was', 'returned', 'but', 'audio', 'issue', 'was', 'not', 'fixed']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['i', 'cant', 'even', 'remember', 'how', 'i', 'finally', 'got', 'it', 'taken', 'care', 'of', 'but', 'i', 'was', 'done', 'with', 'sony', 'after', 'that']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['so', 'it', 'was', 'only', 'about', '2', 'weeks', 'ago']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'just', 'love', 'this', 'lap', 'top', 'i', 'just', 'wish', 'it', 'were', 'all', 'silver', 'or', 'they', 'had', 'all', 'black']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'software', 'is', 'amazing']","[5, 1, 5, 3]"
"['we', 'carry', 'the', 'netbook', 'around', 'here', 'and', 'there', 'hence', 'its', 'kinda', 'of', 'irritating', 'when', 'the', 'lcd', 'just', 'slide', 'downwards']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5]"
"['there', 'is', 'nothing', 'better']","[5, 5, 5, 3]"
"['i', 'now', 'own', 'another', 'hewlitt', 'packard']","[5, 5, 5, 5, 5, 5]"
"['the', '2', 'gb', 'of', 'ram', 'is', 'plenty', 'able', 'to', 'run', 'windows', '7', 'and', 'at', 'least', '2', 'or', '3', 'other', 'programs', 'with', 'next', 'to', 'no', 'slowdown']","[5, 1, 2, 2, 2, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'battery', 'life', 'is', 'amazing', 'the', 'versitility', 'is', 'outstanding']","[5, 1, 2, 5, 3, 5, 1, 5, 3]"
"['it', 'is', 'known', 'as', 'safari', 'and', 'if', 'you', 'are', 'doing', 'any', 'website', 'work', 'you', 'should', 'know', 'that', 'many', 'hosting', 'companies', 'do', 'not', 'support', 'it']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['vista', 'is', 'a', 'nightmare']","[5, 5, 5, 3]"
"['i', 'spent', 'eight', 'hundred', 'dollars', 'from', 'a', 'giant', 'paper', 'weight', 'that', 'looks', 'good', 'on', 'a', 'bus']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'used', 'a', 'couple', 'of', 'others', 'on', 'the', 'job', 'as', 'well']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'program', 'came', 'with', 'the', 'computer', 'and', 'works', 'beautifully']","[5, 1, 5, 5, 5, 5, 5, 5, 3]"
"['posted', 'nov', '8', '2010', 'two', 'weeks', 'ago', 'i', 'bought', 'this', 'notebook']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['acer', 'wont', 'replace', 'the', 'laptop']","[5, 5, 5, 5, 5]"
"['i', 'am', 'also', 'upset', 'with', 'cr', 'for', 'giving', 'a', 'good', 'rating']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'hinge', 'design', 'forced', 'you', 'to', 'place', 'various', 'connections', 'all', 'around', 'the', 'computer', 'left', 'right', 'and', 'front']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'have', 'owned', 'macbook', 'pros', 'since', '2005', 'and', 'this', 'is', 'the', 'best', 'yet']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['i', 'was', 'loving', 'this', 'netbook', 'because', 'it', 'had', 'an', 'amazing', 'screen', 'and', 'display', 'and', 'was', 'small', 'and', 'light', 'but', 'after', '1', 'week', 'it', 'stopped', 'openning', 'web', 'pages', 'for', 'me', 'even', 'after', 'installing', 'new', 'browsers', 'then', 'eventually', 'it', 'just', 'started', 'giving', 'me', 'a', 'blue', 'screen', 'and', 'crashing', 'everytime', 'i', 'booted', 'it']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 1, 5, 1, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['now', 'i', 'could', 'get', 'myself', 'a', 'cheap', 'computer', 'that', 'will', 'probably', 'work', 'a', 'whole', 'lot', 'better']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"['i', 'would', 'definitely', 'not', 'go', 'back', 'to', 'using', 'a', 'pc', 'after', 'using', 'the', 'mac']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'so', 'called', 'laptop', 'runs', 'to', 'slow', 'and', 'i', 'hate', 'it']","[5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5]"
"['this', 'is', 'the', 'first', 'laptop', 'ive', 'owned', 'althougth', 'i', 'used', 'several', 'at', 'my', 'previous', 'job']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['those', 'moments', 'in', 'thime', 'where', 'you', 'want', 'to', 'throw', 'something', 'against', 'the', 'wall', 'yeah', 'i', 'wanted', 'to', 'throw', 'that', 'lap', 'top', 'out', 'the', 'window', 'and', 'light', 'it', 'on', 'fire']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['charger', 'seems', 'large', 'for', 'this', 'class', 'of', 'computer']","[5, 5, 3, 5, 5, 5, 5, 5]"
"['i', 'dont', 'really', 'have', 'a', 'complaint']","[5, 5, 5, 5, 5, 5]"
"['im', 'pretty', 'sure', 'its', 'not', 'neweggs', 'fault', 'but', 'when', 'you', 'turn', 'on', 'a', 'computer', 'you', 'just', 'bought', 'you', 'want', 'it', 'to', 'at', 'least', 'get', 'to', 'desktop']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['best', 'buy', 'ended', 'up', 'junking', 'the', 'computer', 'and', 'giving', 'me', 'a', 'replacement', 'computer']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'dislike', 'the', 'quality', 'and', 'the', 'placement', 'of', 'the', 'speakers']","[5, 3, 5, 5, 5, 5, 5, 5, 5, 1]"
"['the', 'screen', 'graphics', 'and', 'clarity', 'and', 'sharpness', 'are', 'great']","[5, 1, 2, 5, 1, 5, 1, 5, 3]"
"['if', 'i', 'have', 'a', 'problem', 'with', 'any', 'of', 'my', 'apple', 'items', 'i', 'make', 'an', 'appointment', 'at', 'one', 'of', 'my', 'local', 'stores', 'and', 'they', 'work', 'on', 'correcting', 'it', 'right', 'there']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['so', 'i', 'called', 'customer', 'support', 'which', 'is', 'good', 'too', 'and', 'they', 'went', 'through', 'it', 'and', 'it', 'is', 'just', 'a', 'safety', 'feature', 'and', 'it', 'does', 'not', 'affect', 'performance', 'at', 'all', 'i', 'just', 'chose', 'to', 'hide', 'the', 'message']","[5, 5, 5, 1, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'claim', 'that', 'this', 'has', 'no', 'value', 'to', 'me', 'the', 'laptop', 'was', 'new', 'anyway']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['enough', 'said']","[5, 5]"
"['not', 'working', 'bad']","[5, 5, 3]"
"['i', 'would', 'really', 'recommend', 'to', 'any', 'person', 'out', 'there', 'to', 'get', 'this', 'laptop', 'cause', 'its', 'really', 'worth', 'it']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
"['otherwise', 'this', 'little', 'notebook', 'has', 'met', 'all', 'my', 'expectations']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['my', 'son', 'said', 'it', 'popped', 'up', 'and', 'he', 'clicked', 'update']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'lost', 'two', 'items', 'i', 'was', 'working', 'on', 'until', 'i', 'figured', 'out', 'what', 'was', 'happening']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'unibody', 'design', 'is', 'edgy', 'and', 'durable']","[5, 1, 2, 5, 3, 5, 3]"
"['stopped', 'booting', 'up', 'less', 'than', 'a', 'week', 'after', 'my', 'oneyear', 'warranty', 'was', 'up']","[3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['but', 'for', 'the', 'cost', 'this', 'is', 'a', 'winner']","[5, 5, 5, 1, 5, 5, 5, 3]"
"['let', 'me', 'tell', 'you', 'this', 'machine', 'is', 'great']","[5, 5, 5, 5, 5, 5, 5, 3]"
"['i', 'have', 'used', 'a', 'computer', 'at', 'work', 'but', 'having', 'your', 'own', 'personal', 'laptop', 'is', 'awsome']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['later', 'it', 'held', 'zero', 'charge', 'and', 'its', 'replacement', 'worked', 'for', 'less', 'than', 'three', 'months']","[5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'second', 'issue', 'i', 'had', 'with', 'it', 'occured', 'a', 'month', 'later', 'and', 'it', 'kept', 'overheating', 'even', 'if', 'on', 'for', 'less', 'than', 'an', 'hour']","[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['also', 'the', 'battery', 'does', 'not', 'last', 'very', 'long', 'at', 'all']","[5, 5, 1, 5, 5, 5, 5, 3, 5, 5]"
"['good', 'luck', 'with', 'your', 'purchase', 'options']","[5, 5, 5, 5, 5, 5]"
"['buy', 'this', 'if', 'you', 'like', 'being', 'tortured', 'teased', 'frustrated', 'and', 'wasting', 'twice', 'as', 'much', 'time', 'as', 'you', 'spent', 'using', 'your', 'old', 'mac']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['very', 'disappointed']","[5, 3]"
"['they', 'are', 'asking', 'me', 'to', 'ship', 'the', 'unit', 'back', 'to', 'fix', 'it', 'at', 'their', 'site']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'bought', 'it', 'from', 'hsn', 'because', 'it', 'was', 'bundled', 'with', 'extra', 'software', 'but', 'as', 'it', 'turns', 'out', 'that', 'software', 'just', 'crashes', 'it', 'more', 'often']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5]"
"['i', 'looked', 'around', 'and', 'based', 'off', 'my', 'pricefeatures', 'comparison', 'from', 'a', 'brand', 'i', 'trusted', 'i', 'landed', 'here']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'constantly', 'had', 'to', 'send', 'my', 'laptop', 'in', 'for', 'services', 'every', '3', 'months', 'and', 'it', 'always', 'seems', 'to', 'be', 'the', 'same', 'problem', 'that', 'they', 'said', 'they', 'had', 'already', 'fixed']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5]"
"['strong', 'performance', 'in', 'this', 'device', 'makes', 'use', 'of', 'fun', 'and', 'a', 'strong', 'sense', 'of', 'the', 'era', 'of', 'speed', 'this', 'device', 'serves', 'all', 'modern', 'requirements', 'is', 'a', 'very', 'strong', 'game', 'and', 'is', 'very', 'useful', 'for', 'designers']","[3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['unless', 'you', 'need', 'the', 'bluetooth', '3']","[5, 5, 5, 5, 5, 5]"
"['i', 'was', 'sorly', 'disapointed', 'to', 'discover', 'that', 'hp', 'what', 'i', 'thought', 'was', 'a', 'reputable', 'company', 'wouldnt', 'honor', 'the', 'warrenty', 'when', 'the', 'fan', 'blade', 'fell', 'apart']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 2, 5, 5]"
"['that', 'is', 'pretty', 'sad', 'when', 'they', 'name', 'them', 'specifically']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['more', 'times', 'that', 'not', 'the', 'screen', 'pops', 'up', 'saying', 'i', 'have', 'a', 'bad', 'internet', 'connection', 'or', 'the', 'page', 'cant', 'be', 'displayed']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5]"
"['no', 'viruses']","[5, 5]"
"['it', 'is', 'everything', 'that', 'i', 'would', 'want', 'in', 'a', 'computer']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['do', 'yourself', 'a', 'favor', 'and', 'invest', 'in', 'a', 'few', 'external', 'harddrives', 'if', 'you', 'are', 'planning', 'on', 'purchasing', 'this', 'laptop']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
"['however', 'if', 'i', 'sound', 'enthusiastic', 'about', 'this', 'i', 'am']","[5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['you', 'will', 'fall', 'in', 'love', 'with', 'it', 'in', 'no', 'time']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['i', 'give', 'this', 'laptop', 'a', 'five', 'star', 'review', 'i', 'love', 'it', 'and', 'it', 'has', 'done', 'chams', 'for', 'me']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
"['they', 'removed', 'them', 'and', 'returned', 'the', 'computer', 'to', 'me']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'dont', 'understand', 'why', 'only', 'windows', '7', 'starter', 'is', 'included']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['on', '3', 'july', '2004', 'i', 'purcased', 'this', 'model', 'at', 'best', 'buy', 'for', 'about', '150']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'went', 'with', 'him', 'and', 'we', 'picked', 'this', 'one']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['while', 'most', 'people', 'say', 'that', 'pcs', 'hold', 'functionality', 'and', 'value', 'and', 'macs', 'are', 'just', 'pretty', 'to', 'look', 'at', 'i', 'think', 'theres', 'something', 'to', 'be', 'said', 'about', 'the', 'simplicity', 'of', 'macs']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5]"
"['this', 'is', 'my', 'second', 'macbook', 'pro', 'and', 'its', 'better', 'than', 'ever']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
"['my', 'macbook', 'is', 'so', 'much', 'better', 'looking', 'and', 'so', 'thin']","[5, 5, 5, 5, 5, 3, 1, 5, 5, 3]"
"['the', 'notebook', 'would', 'not', 'turn', 'back', 'on', 'again']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'ease', 'of', 'use', 'is', 'wonderful']","[5, 3, 5, 1, 5, 5]"
"['this', 'system', 'came', 'loaded', 'with', 'windows', '7', 'starter']","[5, 5, 5, 5, 5, 5, 5, 5]"
"['when', 'battery', 'life', 'went', 'to', '4', 'hours', 'or', 'less', 'took', 'it', 'to', 'the', 'machouse', 'amsterdam', 'for', 'repair', '26th', 'of', 'august']","[5, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'battery', 'gets', 'so', 'hot', 'it', 'is', 'scary']","[5, 1, 5, 5, 3, 5, 5, 3]"
"['best', 'thing', 'is', 'i', 'can', 'use', 'existing', '32', 'bit', 'old', 'programs']","[3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1]"
"['its', 'so', 'nice', 'to', 'look', 'at', 'and', 'the', 'keys', 'are', 'easy', 'to', 'type', 'with']","[5, 5, 3, 5, 5, 5, 5, 5, 1, 5, 3, 5, 5, 5]"
"['the', 'apple', 'macbook', 'pro', 'nothing', 'to', 'say', 'butprofessionally', 'great', 'and', 'outstanding']","[5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3]"
"['its', 'also', 'very', 'energy', 'efficient', 'running', 'on', 'a', 'quarter', 'of', 'the', 'power', 'it', 'takes', 'to', 'run', 'a', '60', 'watt', 'lightbulb']","[5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'am', 'forever', 'changed', 'and', 'will', 'no', 'longer', 'buy', 'a', 'windows', 'based', 'machine', 'for', 'personal', 'use']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['mom', 'dad', 'brother', 'sister', 'you', 'name', 'it']","[5, 5, 5, 5, 5, 5, 5]"
"['but', 'it', 'came', 'back', 'in', 'even', 'worse', 'shape']","[5, 5, 5, 5, 5, 5, 3, 5]"
"['the', 'only', 'thing', 'i', 'would', 'change', 'about', 'it', 'is', 'the', 'mouse', 'keys']","[5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 2]"
"['it', 'is', 'absolutely', 'horrible', 'to', 'use', 'despite', 'all', 'its', 'so', 'called', 'advanced', 'features']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 1]"
"['before', 'i', 'reloaded', 'with', 'windows', '7', 'ultimate', 'and', 'used', 'only', 'the', 'downloaded', 'drivers', 'from', 'acers', 'site']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5]"
"['i', 'have', 'to', 'keep', 'turning', 'it', 'until', 'it', 'decides', 'to', 'lower', 'and', 'there', 'is', 'no', 'mute']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 1]"
"['its', 'still', 'beautiful', 'and', 'has', 'better', 'color', 'reproduction', 'than', 'i', 'could', 'ever', 'expect', 'from', 'a', 'notebook']","[5, 5, 3, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
"['after', 'that', 'i', 'turned', 'to', 'email', 'in', 'my', 'next', 'vain', 'help', 'to', 'get', 'them', 'to', 'acknowledge', 'that', 'the', 'warranty', 'was', 'still', 'valid']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 3]"
"['so', 'far', 'a', 'great', 'product']","[5, 5, 5, 3, 5]"
"['he', 'loves', 'it', 'and', 'it', 'is', 'easy', 'to', 'use', 'and', 'well', 'the', 'schools', 'start', 'teaching', 'the', 'kids', 'early', 'about', 'computers', 'so', 'it', 'was', 'easy', 'for', 'him', 'to', 'get', 'started']","[5, 3, 5, 5, 5, 5, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['u', 'can', 'do', 'what', 'u', 'want', 'in', 'just', 'few', 'seconds', 'even', 'to', 'start', 'up', 'your', 'computer', 'takes', 'few', 'seconds']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 5, 5, 5, 5, 5]"
"['its', 'the', 'most', 'wonderful', 'thing', 'in', 'the', 'entire', 'world']","[5, 5, 5, 3, 5, 5, 5, 5, 5]"
"['so', 'id', 'pop', 'them', 'off', 'to', 'see', 'what', 'the', 'problem', 'was', 'well', 'guess', 'what', 'the', 'darn', 'thing', 'wouldnt', 'go', 'back', 'on']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['also', 'macbooks', 'come', 'with', 'much', 'more', 'features', 'which', 'are', 'so', 'cool']","[5, 5, 5, 5, 5, 3, 1, 5, 5, 5, 3]"
"['they', 'sent', 'out', 'a', 'sony', 'certified', 'technician']","[5, 5, 5, 5, 5, 5, 5]"
"['they', 'have', 'developed', 'excellent', 'proprietary', 'software', 'for', 'editing', 'video', 'and', 'pictures', 'and', 'im', 'looking', 'forward', 'to', 'utilizing', 'these', 'tools', 'on', 'the', 'regular']","[5, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['getting', 'the', 'apple', 'care', 'plan', 'is', 'a', 'must']","[5, 5, 5, 5, 5, 5, 5, 3]"
"['ive', 'saved', 'a', 'lot', 'of', 'time', 'and', 'headaches', 'so', 'far', 'using', 'my', 'new', 'macbook', 'pro']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['overall', 'i', 'would', 'recomend', 'this', 'to', 'anybody', 'and', 'tell', 'them', 'that', 'if', 'they', 'want', 'to', 'burn', 'their', 'music', 'or', 'play', 'there', 'video', 'games', 'to', 'buy', 'the', 'cd', 'drive']","[5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2]"
"['apple', 'offers', 'to', 'send', 'replacement', 'and', 'after', '10', 'days', 'i', 'send', 'them', 'the', 'old', 'computer']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['so', 'far', 'i', 'have', 'no', 'complaints']","[5, 5, 5, 5, 5, 3]"
"['his', 'was', 'worth', '36']","[5, 5, 5, 5]"
"['now', 'am', 'very', 'aprehensive', 'about', 'toshiba', 'laptops']","[5, 5, 5, 5, 5, 5, 5]"
"['i', 'spent', '2200', 'dollars', 'on', 'a', 'top', 'of', 'the', 'line', 'laptop']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'also', 'own', 'an', 'hp', 'notebook', 'and', 'it', 'doesnt', 'even', 'come', 'close']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['our', 'apple', '133', 'macbook', 'pro', 'notebook', 'computer', 'z0j80001', 'notebook', 'and', 'has', 'become', 'such', 'an', 'integral', 'part', 'of', 'completing', 'our', 'daily', 'needs', 'and', 'social', 'networking']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'am', 'constantly', 'trying', 'to', 'uninstall', 'programs', 'clean', 'cookies', 'and', 'delete', 'unused', 'files']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
"['the', 'dv4', 'boasted', 'a', 'faster', 'processor', 'more', 'memory', 'and', 'a', 'bigger', 'hard', 'drive', 'than', 'my', 'old', 'computer', 'plus', 'a', 'better', 'quality', 'web', 'cam', 'nicer', 'screen', 'and', 'many', 'other', 'features']","[5, 5, 5, 5, 3, 1, 3, 1, 5, 5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 3, 5, 1, 2, 3, 1, 5, 3, 5, 1]"
"['the', 'only', 'downfall', 'is', 'the', 'battery', 'only', 'last', '1520', 'hrs', 'when', 'not', 'plugged', 'in']","[5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'graphics', 'on', 'this', 'computer', 'are', 'also', 'stellar', 'very', 'clear', 'and', 'vivid']","[5, 1, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5]"
"['aside', 'from', 'the', 'trial', 'software', 'and', 'the', 'short', 'battery', 'life', 'lack', 'of', 'a', 'webcam', 'its', 'great']","[5, 5, 5, 1, 2, 5, 5, 3, 1, 2, 5, 5, 5, 1, 5, 3]"
"['as', 'a', 'diehard', 'windows', 'enthusiast', 'i', 'shunned', 'the', 'idea', 'of', 'a', 'mac', 'until', 'this', 'point']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'think', 'that', 'if', 'it', 'is', 'the', 'motherboard', 'again', 'so', 'soon', 'that', 'they', 'should', 'replace', 'it']","[5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
"['if', 'this', 'computer', 'every', 'breaks', 'down', 'on', 'me', 'i', 'will', 'most', 'definatly', 'get', 'the', 'same', 'one', 'again']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['i', 'had', 'a', 'macbook', 'notebook', 'and', 'it', 'had', 'absolutely', 'no', 'protection', 'from', 'viruses', 'spyware', 'malware', 'etc']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"['the', 'computer', 'loads', 'in', 'about', 'a', '110th', 'of', 'the', 'time', 'that', 'my', 'pc', 'did', 'and', 'i', 'have', 'all', 'of', 'the', 'programs', 'that', 'were', 'on', 'my', 'pc']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
"['i', 'made', 'the', 'right', 'decision']","[5, 5, 5, 3, 5]"
"['in', 'the', 'past', 'few', 'years', 'ive', 'had', 'terrible', 'experiences', 'with', 'hp']","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5]"
"['overall', 'its', 'ok']","[5, 5, 3]"
"['graphics', 'are', 'clean', 'and', 'sharp', 'internet', 'interfaces', 'are', 'seamless']","[5, 5, 3, 5, 3, 5, 5, 5, 3]"
"['the', 'newer', 'black', 'keyboard', 'took', 'a', 'little', 'bit', 'away', 'from', 'the', 'previous', 'gray', 'one', 'which', 'looked', 'really', 'slick', 'but', 'it', 'is', 'still', 'a', 'great', 'notebook']","[5, 3, 1, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5]"
"['sony', 'parts', 'reliability', 'and', 'quality', 'of', 'service', 'is', 'recenlty', 'the', 'worst']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3]"
"['i', 'am', 'very', 'happy']","[5, 5, 5, 3]"
