ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
367,This was on a Tuesday night.,NIL,NIL,NIL,NIL
3397,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,NIL,NIL,NIL,NIL
3382,"The flavors are great, and the menu is extensive.",flavors;menu,positive;positive,great;extensive,+1;+1
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food;service;ambience,positive;positive;positive,amazing;attentive,+1;+1
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior;place,positive;positive,best;impress,+1;+1
978,The food has been consistant for years and it never lets you down.,food,positive,consistant,+1
1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,positive,satisfying;fresh;yummy,+1;+1;+1
3470,"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral,bad,-1
3034,"Don't waste your time, or money!!",NIL,NIL,NIL,NIL
3180,"They don't concern much of customer's health, just want to make money.",NIL,NIL,NIL,NIL
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress;servants,negative;negative,interrupted,-1
1017,sometimes i get good food and ok service.,food;service,positive;neutral,good;ok,+1;+1
3277,We just ate at Kai and were disapointed.,NIL,NIL,disapointed,-1
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food;noise,neutral;negative,mediocre,-1
923,This was a great surprise.,NIL,NIL,great,+1
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish;manager;dish,negative;negative;neutral,NIL,NIL
2223,The food was spicy and delicious.,food,positive,spicy;delicious,+1;+1
849,I went with my fiance on a Tuesday evening.,NIL,NIL,NIL,NIL
1035,A little overpriced but worth it once you take a bite.,NIL,NIL,overpriced;worth,-1;+1
3196,It was wonderful.,NIL,NIL,wonderful,+1
1339,Went for a late weekday lunch.,lunch,neutral,NIL,NIL
3131,I just don't understand all the hype...,NIL,NIL,NIL,NIL
3649,Bartender was unable to tear himself away from friends at bar.,Bartender;bar,negative;neutral,unable,-1
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive,good,+1
2337,Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch;buffet,positive;positive,prix,+1
1174,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",place,conflict,eye catching;roomier,+1;+1
3474,You can barely see who you are with never mind have a conversation.,NIL,NIL,NIL,NIL
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food;service,positive;positive,delicous,+1
2920,I don't get it either.,NIL,NIL,NIL,NIL
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks;appetizers,neutral;neutral,NIL,NIL
1216,Great place to grab a hot bagel on the way to work.,hot bagel,positive,great,+1
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken;oil;pepper powder;sauce,negative;neutral;neutral;negative,NIL,NIL
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter;drinks,negative;neutral,snobby,-1
1005,One of my favorite places in Manhattan.,NIL,NIL,favorite,+1
1619,"They brought glasses and the bottle, and just left the bottle at our table.",NIL,NIL,NIL,NIL
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food;service;tip,neutral;neutral;negative,mediocre;ripped off,-1;-1
1856,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,positive,nice,+1
3318,I would highly recommand requesting a table by the window.,table by the window,positive,recommend,+1
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food;service;waiter;service,positive;negative;negative;negative,enjoyed;disappointed;poor;competent;slow;lack,+1;-1;-1;+1;-1;-1
2545,I for one will never patronize them again.,NIL,NIL,NIL,NIL
1821,I stumbled upon this great pizzeria as I explored my new neighborhood.,NIL,NIL,great,+1
880,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",NIL,NIL,great,+1
401,"The service, however, was a bright flower in a garden.",service,positive,bright,+1
1238,"So, again, give it a try.",NIL,NIL,NIL,NIL
889,Stay far away from this place.,NIL,NIL,NIL,NIL
21,We will come back!!!,NIL,NIL,NIL,NIL
2944,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,positive,disappointed,-1
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food;food,positive;neutral,NIL,NIL
1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,positive,good,+1
1381,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew;dishes,neutral;positive,favorite,+1
581,We'd go back again,NIL,NIL,NIL,NIL
3658,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio;music,positive;positive,worth;cool;well,+1;+1;+1
1840,The location is perfect.,location,positive,perfect,+1
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer;filet;frites;filet,positive;positive;negative;positive,great;good;good,+1;+1;+1
3536,The lunch special is an asbolute steal.,lunch special,positive,absolute,+1
1363,This food is asian-air fusion.,food,neutral,NIL,NIL
1065,Nothing fancy but really good food with pretty reasonable price.,food;price,positive;positive,fancy;good;reasonable,+1;+1;+1
2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie;cheeseburger;service,positive;positive;positive,exceptional;huge;delictable;professional;warm,+1;+1;+1;+1;+1
2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food;ambience,positive;positive,liked,+1
2075,i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.,NIL,NIL,satisfied,+1
3238,"But on a lazy Saturday night, we ended up going.",NIL,NIL,NIL,NIL
558,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,employees,conflict,best,+1
3597,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",NIL,NIL,NIL,NIL
1099,Once for dinner and once for brunch.,dinner;brunch,neutral;neutral,NIL,NIL
169,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",NIL,NIL,best,+1
2042,Not worth the prices.,prices,negative,worth,+1
1603,Would recommend - perfect for those looking for a place close to grand central.,NIL,NIL,recommend;perfect,+1;+1
1114,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,positive,friendly;helpful;fantastic,+1;+1;+1
233,Service was good and food is wonderful.,Service;food,positive;positive,good;wonderful,+1;+1
1832,I only have friends.,NIL,NIL,NIL,NIL
3276,She gets 10 for her excellent service and advice.,service,positive,excellent,+1
960,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,positive,noisy;overlooked;enjoy;great,-1;+1;+1;+1
3555,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,positive,NIL,NIL
2863,Please save yourself the frustration.,NIL,NIL,NIL,NIL
2477,And I say snacking because it really is not set up to be a proper dinner.,dinner;snacking,negative;neutral,proper,+1
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,quality of food;live jazz,positive;positive,fantastic;perfect,+1;+1
696,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive,good,+1
62,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer;bartender,positive;neutral,NIL,NIL
768,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive,enjoy,+1
3636,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,neutral,NIL,NIL
3695,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,sandwiches,conflict,pricey;cost effective,-1;+1
3256,And comparing it to the Chinatown restaurants is simply not fair.,NIL,NIL,fair,+1
211,Service and food is what any one would expect when spending that type of money.,Service;food,neutral;neutral,expect,+1
524,LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive,love,+1
801,Every course was better than the next.,course,positive,better,+1
3431,"Not cheap, but not that expensive either.",NIL,NIL,cheap;expensive,+1;-1
266,The staff is incredibly helpful and attentive.,staff,positive,helpful;attentive,+1;+1
1986,"If presentation and service is your thing, then this magic show works.",service,positive,NIL,NIL
1240,"Apparently, the good cook works then.",cook,positive,good,+1
955,I was pleasantly suprised.,NIL,NIL,pleasantly suprised,+1
1787,The Yellowtail was particularly good as well.,Yellowtail,positive,good,+1
682,One less manhattanite the better.,NIL,NIL,NIL,NIL
2131,Everyone is welcomed in as family.,NIL,NIL,NIL,NIL
2349,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta;salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive;positive,perfectly,+1
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu;portions;lentil dish;basmati rice dish;flavor,negative;negative;negative;negative;negative,changed;smaller;salty;lacked,-1;-1;-1;-1
2412,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,positive,sleek;modern;cool,+1;+1;+1
2647,Patroon features a nice cigar bar and has great staff.,cigar bar;staff,positive;positive,nice;great,+1;+1
2311,"Hey, I think $2+ for a 5 block walk ain't bad.",NIL,NIL,bad,-1
714,Very affordable and excellent ambient!,ambient,positive,affordable;excellent,+1;+1
3057,Look elsewhere.,NIL,NIL,NIL,NIL
3002,"More important, the sushi rivals the best in Tokyo.",sushi,positive,best,+1
2616,I have never had cheescake like this.,cheescake,positive,NIL,NIL
2969,"Bill a little high, but worth it.",Bill,conflict,high;worth,-1;+1
1147,"I seriously doubt I will ever dine at Jimmy's Bronx, or for that matter, Jimmy's Uptown, again.",NIL,NIL,NIL,NIL
3521,Everyone I bring here always loves it.,NIL,NIL,loves,+1
2410,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,negative,NIL,NIL
2099,Worth a visit.,NIL,NIL,worth,+1
2792,A real dissapointment.,NIL,NIL,dissapointment,-1
3206,Its a go-to for dates as well as entertaining out of town guests.,entertaining,positive,NIL,NIL
837,Why do people rave about the ambience.,ambience,negative,rave,-1
1244,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral,NIL,NIL
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi;jalapeno-lime olive oil;fruit of the oil;fish,positive;positive;positive;positive,nicely,+1
348,Great sushi experience.,sushi,positive,great,+1
1956,"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal;price,positive;positive,great;decent,+1;+1
2039,They charge $6.00 for rice.,rice,negative,NIL,NIL
2990,My steak au poivre was one of the worst I've had.,steak au poivre,negative,worst,-1
2135,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",NIL,NIL,great,+1
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff;ambiance;owner,positive;positive;positive,NIL,NIL
142,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee;bread;donut like deep fried dough they call Ow Ley Soh,positive;positive;positive,delicious;sweet tasting,+1;+1
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light;food-quality;service;tables,positive;positive;positive;negative,closely situated;overcompensate,-1;+1
812,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food;waiter,positive;positive,delicious;helpful;attentive,+1;+1;+1
218,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar;waitstaff,positive;positive,spectacular;hospitable;enjoyed,+1;+1;+1
91,I will be going back and heartily recommend it!,NIL,NIL,recommend,+1
2970,Would definitely visit again.,NIL,NIL,NIL,NIL
1004,Definitely worth the trip to Battery Park City!,NIL,NIL,worth,+1
1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food;ethnic food,conflict;negative,extreme;dull,+1;-1
811,The place was real empty but that was because this was the first Sunday they ever opened.,place,negative,empty,-1
2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food;money;place,positive;positive;conflict,exceeded;lot,+1;+1
3493,"Ambience is delightful, service impeccable.",Ambience;service,positive;positive,delightful;impeccable,+1;+1
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service;AC,positive;positive,excellent;well,+1;+1
2094,Tasty but expensive.,NIL,NIL,tasty;expensive,+1;-1
3236,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,positive,nice,+1
1606,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive,delicious;friendly,+1;+1
1307,so i thought why not change it up a bit.,NIL,NIL,NIL,NIL
300,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,positive,excellent;great,+1;+1
2334,Although be warned their dinner menu to sit and take out prices are different.,prices;dinner menu to sit;take ou,neutral;neutral;neutral,warned,-1
2079,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff;food;place,positive;positive;positive,accomodating;delicious;lovely,+1;+1;+1
2602,P.S. Please don't tell anyone in my family i eat there.,NIL,NIL,NIL,NIL
1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake;vegetable juice;Guizhou Chicken;Shredded Squid Family Style;Sichuan Spicy Soft Shell Crab;Shuizhu Fish;Sichuan food,positive;positive;positive;positive;positive;positive;neutral,special;tasty;favorites;recommend,+1;+1;+1;+1
1294,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone;canned vegetables,negative;negative,old,-1
2361,"To celebrate a birthday, three of us went to Mare anticipating great food.",food,neutral,great,+1
316,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Blue Point oysters;beer;glass of wine,neutral;neutral;neutral,great,+1
1393,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes;Green Curry dish,positive;negative,liked,+1
3182,"I went to pams with my girlfriend, and i love it.",NIL,NIL,love,+1
1317,"But for whatever reason, prices are about twice as high.",prices,negative,high,-1
1213,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service;food,negative;negative,disappointed;overated;pricey,-1;-1;-1
1281,Great atmoshere and worth every bit.,atmoshere,positive,great;worth,+1;+1
1537,We had a most unpleasant experience at this restaurant.,NIL,NIL,unpleasant,-1
2262,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll;rock shrimp tempura;appetizer,positive;positive;positive,good;awesome;great,+1;+1;+1
3456,The staff was knowledgeable and full of personality.,staff,positive,knowledgeable,+1
1738,Great staff.,staff,positive,great,+1
1081,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost;meal;seat,negative;neutral;negative,complaint;worry,-1;-1
1117,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert;White Chocolate Bread Pudding with Gelato and hot chocolate;dinner,positive;positive;positive,delightful,+1
306,The banana tower is an amazing dessert as well.,banana tower;dessert,positive;positive,amazing,+1
2112,I went there with my friend last saturday.,NIL,NIL,NIL,NIL
94,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere;dishes;service,positive;positive;positive,excellent;delicious;good;friendly,+1;+1;+1;+1
1015,A cool place to hang with your friends for a couple of healthy drinks and desserts.,place;drinks;desserts,positive;positive;positive,cool;healthy,+1;+1
1901,"Great vibe, lots of people.",vibe,positive,great,+1
2422,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food;food,positive;positive,like;tastier,+1;+1
200,Just an odd group.,NIL,NIL,NIL,NIL
1607,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service;dinner;table,negative;neutral;positive,slow,-1
2771,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",NIL,NIL,NIL,NIL
1400,I love this place!,NIL,NIL,love,+1
1019,it is not consistent.,NIL,NIL,consistent,+1
2793,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake;tiramisu,negative;negative,NIL,NIL
2332,Great food and the prices are very reasonable.,food;prices,positive;positive,great;reasonable,+1;+1
215,Wine list is not huge but def well selected.,Wine list,conflict,huge;selected,+1;+1
58,"A cool bar with great food, and tons of excellent beer.",bar;food;beer,positive;positive;positive,cool;great;excellent,+1;+1;+1
536,"Be sure to try the seasonal, and always delicious, specials.",specials,positive,delicious,+1
869,The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience;service,positive;positive,authentic;relaxing;attentive;prompt,+1;+1;+1;+1
2961,"Fresh, authentic, french cuisine in substantial portions.",french cuisine;portions,positive;positive,fresh;authentic;substantial,+1;+1;+1
1355,"Drinks got screwed up, she acted put upon.",Drinks,negative,screwed up,-1
2085,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree;Abby's treasure;wintermelon;assortment of fresh mushrooms and vegetables,positive;positive;positive;positive,surprise;delicious;fresh,+1;+1;+1
1173,"At 5 dumplings for $1, you just cannot go wrong.",dumplings,positive,wrong,-1
1470,But the pizza is way to expensive.,pizza,negative,expensive,-1
2457,"And the staff is also young, energeic and hot!!!!",staff,positive,young;energeic;hot,+1;+1;+1
505,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Steak au Poivre;Onglet,positive;positive,better,+1
842,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",Service;prices;reputation,conflict;negative;positive,decent;smooth,+1;+1
1595,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,positive,wonderful,+1
2150,Good drink.,drink,positive,good,+1
2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food;spinach and corn dumplings;service;bathroom;massamman curry,positive;positive;positive;positive;positive,great;friendly;nonsense;clean;funky,+1;+1;-1;+1;+1
3706,Was there Friday night.,NIL,NIL,NIL,NIL
2010,We had a girls' night dinner here for restaurant week.,dinner,neutral,NIL,NIL
3064,Romantic if you want it to be (brightly lit).,NIL,NIL,romantic,+1
3483,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling;dinner,negative;neutral,large,-1
1719,I recommend it!,NIL,NIL,recommend,+1
2442,I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.,NIL,NIL,NIL,NIL
3101,enough said!,NIL,NIL,NIL,NIL
542,I don't live in NY but my best friend does.,NIL,NIL,NIL,NIL
255,My chow fun and chow see was really bland and oily.,chow fun and chow see,negative,bland;oily,-1;-1
828,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",table;reservation;seated,positive;positive;positive,best,+1
3553,"we did notice however, that some tables had what looked like pita instead of naan.",pita;naan,negative;negative,NIL,NIL
315,"I didn't take a look at the rest menu, but the oysters were fantastic.",menu;oysters,neutral;positive,fantastic,+1
2587,After the review I treked into Brooklyn.,NIL,NIL,NIL,NIL
3282,The grilled cheese at home afterwards was better.!!,grilled cheese,positive,better,+1
1883,We were pleasantly greeted.,NIL,NIL,pleasantly,+1
2219,The red sliding doors may be unique but they do not block off the cold air from the outside.,doors,conflict,unique,+1
666,"Great service, great food.",service;food,positive;positive,great;great,+1;+1
1910,"The food is expensive, but worth every bite.",food,conflict,expensive;worth,-1;+1
1018,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food;service;service;good,negative;negative;negative;positive,bad;bad;good;bad,-1;-1;+1;-1
39,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress;check,negative;neutral,NIL,NIL
2247,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,positive,great,+1
2458,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design;drinks;food;bar,positive;positive;positive;neutral,perfect;cool;awesome;good looking,+1;+1;+1;+1
2689,"Recommendations, of course, are required!",NIL,NIL,NIL,NIL
1959,We did have to wait at the bar for approx.,bar,neutral,NIL,NIL
2282,You fellas above says its the best Taiwanese restaurant in town.,NIL,NIL,best,+1
2943,"Yeah, it's that good.",NIL,NIL,good,+1
3228,"If you love seafood, you would love this place!",seafood;place,positive;positive,love;love,+1;+1
1837,"Good, fast service.",service,positive,good;fast,+1;+1
2333,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,NIL,NIL,affordable;tasty,+1;+1
1296,They charge different prices all the time.,prices,negative,different,-1
1842,"To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.",NIL,NIL,deceiving;beautiful;bland,-1;+1;-1
2245,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",service,negative,love;slow;overpriced,+1;-1;-1
2028,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",cheese;menu,positive;positive,amazing;delicious;new,+1;+1;+1
2810,"I am so coming back here again, as much as I can.",NIL,NIL,NIL,NIL
3293,I have been going back again and again.,NIL,NIL,NIL,NIL
1916,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",atmoshere,positive,charmingly small;cozy;romantic,+1;+1;+1
343,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisin,negative,NIL,NIL
165,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food;appetizers,neutral;neutral,special;limited,+1;-1
2508,Love the Jazz bands on Fri and Sat.,Jazz bands,positive,love,+1
3659,"Overall, excellent restaurant!",NIL,NIL,excellent,+1
3114,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess;wait;table,positive;negative;positive,NIL,NIL
492,The servers give you some sample slices of your order while you wait (shortly I might add).,servers,positive,NIL,NIL
1886,The service was ok.,service,neutral,ok,+1
3512,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,different;uncourteous;rude,-1;-1;-1
538,I ate here for the first time and absolutely loved it!,NIL,NIL,loved,+1
3156,"Don't expect to sit down inside though, there are only a few tables and they are always full.",tables,negative,few;full,-1;-1
1947,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff;ambiance;food,positive;positive;positive,accomodating;exciting;relaxed;out of this world,+1;+1;+1;+1
1929,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food;halibut special;steak;service,positive;positive;positive;positive,delicious;top-notch,+1;+1
740,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager;bill,negative;neutral,lack,-1
2736,This is by far my favorite place in the neighborhood.,NIL,NIL,favorite,+1
669,But too far east!,NIL,NIL,far,-1
677,Satisfying.,NIL,NIL,satisfying,+1
2551,Highly Highly Highly recommended!,NIL,NIL,recommended,+1
2797,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,positive,yummy;authentic,+1;+1
409,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,positive,well worth,+1
3442,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation;seated,neutral;positive,late,-1
2878,"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",NIL,NIL,cool enough,+1
158,We were fast to order the appetizer platter since we were very hungry.,appetizer platter,neutral,fast,+1
3186,"The staff are attentive, and have smiles on their faces.",staff,positive,attentive,+1
654,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,NIL,NIL,best,+1
52,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",dress codes;attitudes;place,positive;positive;positive,great,+1
2125,"Largest and freshest pieces of sushi, and delicious!",pieces of sushi,positive,largest;freshest;delicious,+1;+1;+1
3371,Even the pasta is delicious here (a rarity in New York pizza restaurants).,pasta,positive,delicious,+1
2115,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu;dumplings;appetizer,negative;neutral;negative,lot,+1
1546,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",jewish deli food,conflict,like;poorly;awful,+1;-1;-1
753,After my 3rd time the manager remembered me and treated me like an usual customer.,manager,positive,NIL,NIL
2560,This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,NIL,NIL,NIL,NIL
3165,now if they could only get a toaster.,toaster,negative,NIL,NIL
2601,You will find yourself returning quite often.,NIL,NIL,NIL,NIL
3505,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza;zucchini blossoms,positive;positive,NIL,NIL
1747,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff;pie,negative;positive,unappreciative;best,-1;+1
1481,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",ingredients;crust;slice,positive;positive;positive,fresher;thinner;crispier;oily,+1;+1;+1;-1
1767,Fish is so very fresh.,Fish,positive,fresh,+1
634,The prices were CHEAP compared to the quality of service and food.,prices;service;food,positive;positive;positive,cheap,+1
3058,Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,NIL,NIL,NIL,NIL
968,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,positive,top;better,+1;+1
2300,less wait time for me!,wait time,positive,less,+1
2136,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NIL,NIL,perfect;quiet;relaxing;delicious,+1;+1;+1;+1
1039,"The decor is really blah, and not at all hip or happening.",decor,negative,blah;hip;happening,-1;+1;+1
3138,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",fish tanks,positive,NIL,NIL
2722,You cannot go wrong at the Red Eye Grill.,NIL,NIL,wrong,-1
1547,It appears to be the owner's first venture and it shows.,owner,negative,NIL,NIL
2597,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,positive,ashamed,-1
1740,I go twice a month!,NIL,NIL,NIL,NIL
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef;noodle soup dishes;menu,negative;negative;negative,NIL,NIL
2160,They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses;salads,positive;positive,huge;different;great,+1;+1;+1
3437,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich;spaghetti with Scallops and Shrimp,positive;positive,good;great,+1;+1
939,The food was authentic.,food,positive,authentic,+1
3140,The dim sum is delectable while the prices are quite easy on the wallet.,dim sum;prices,positive;positive,delectable;easy,-1;+1
1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce;dish;dishes,positive;positive;neutral,better,+1
337,The worst excuse for Japanese food I've ever encountered.,Japanese food,negative,worst,-1
